,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Brown,Zackery,11/8/2014,U17MS,,,Ref: 4,Ref: 7,Ref: 2,Ref: 2,Video: 1,,,,
Brown,Zackery,11/8/2014,Y14WS,,,,,Ref: 3,Ref: 1,Ref: 2,,,,
Brown,Zackery,11/9/2014,U20WS,,,,Ref: 3,Ref: 2,Ref: 2,Ref: 2,,,,
Brown,Zackery,11/9/2014,Y14MS,,,,Ref: 2,Ref: 2,Ref: 2,,Ref: 1,,,
Brown,Zackery,11/10/2014,U20MS,,,Ref: 2,Ref: 4,Ref: 4,Ref: 1,Video: 1,Video: 1,Ref: 1,,
Brown,Zackery,12/6/2014,DV2MF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Brown,Zackery,12/6/2014,VETMS,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Brown,Zackery,12/7/2014,VETWS,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Brown,Zackery,12/8/2014,DV1MF,,,,,,,,,,,
Brown,Zackery,12/8/2014,V40MS,,,,,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1
Brown,Zackery,12/8/2014,V50MS,,,,,,,Ref: 1,Ref: 1  Video: 1,,,
Brown,Zackery,12/8/2014,V70MS,,,,,,,,,,,Ref: 1
Brown,Zackery,1/9/2015,DV1MF,,,,,,,,,,,
Brown,Zackery,1/9/2015,U20MS,,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Brown,Zackery,1/10/2015,DV1WS,,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,
Brown,Zackery,1/10/2015,U20WF,,,,,,,,,,,
Brown,Zackery,1/12/2015,DV1WF,,,,Ref: 1,Ref: 3,,,,,,
Brown,Zackery,1/12/2015,U20WS,,,,,Ref: 2,Ref: 1,,Ref: 1,Video: 1,,
Brown,Zackery,6/27/2015,DV1WS,,,,,Ref: 1,Ref: 2,Video: 1,,,,Ref: 1
Brown,Zackery,6/27/2015,U16MS,,,,Ref: 2,Ref: 1,Ref: 2,Video: 1,Video: 1,Video: 1,,
Brown,Zackery,6/28/2015,U19MS,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,
Brown,Zackery,6/30/2015,D1AWS,,,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,Ref: 1
Brown,Zackery,6/30/2015,STMMS,,,,,,,Ref: 1,Ref: 1,,,
Brown,Zackery,6/30/2015,V50WF,,,,,,,,,,,
Brown,Zackery,6/30/2015,V70ME,,,,,,,Ref: 1,Ref: 1  Video: 1,Ref: 1,,Video: 1
Brown,Zackery,7/2/2015,DV3WS,,,,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,,
Brown,Zackery,7/2/2015,Y14MS,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Brown,Zackery,7/3/2015,DV2WS,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Brown,Zackery,7/3/2015,DV3WF,,,,,,,,,,,
Brown,Zackery,7/3/2015,Y12MS,,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,,
Brown,Zackery,7/4/2015,DV3MS,,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,Video: 1,,
Brown,Zackery,7/4/2015,Y14WS,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Brown,Zackery,7/5/2015,DV2MS,,,,Ref: 2,Ref: 2,Ref: 1,,,Ref: 1,,Video: 1
Brown,Zackery,7/5/2015,Y10WS,,,,,Ref: 1,,Ref: 1,,,,
Brown,Zackery,7/6/2015,Y12WS,,,,Ref: 1,Ref: 2,,,Ref: 1,,,
Brown,Zackery,7/6/2015,Y14WF,,,Ref: 2,Ref: 2,Ref: 2,,,,,,
Bukantz,Jeffrey,3/1/2015,DV1MF,,,,,,,Video: 1,,,,
Bukantz,Jeffrey,3/2/2015,V40MS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Bukantz,Jeffrey,2/28/2015,V40WS,,,,,,,Ref: 2,Ref: 1,Video: 1,,
Bukantz,Jeffrey,3/2/2015,V50MS,,,,,,Ref: 1,,Ref: 1,,,
Bukantz,Jeffrey,2/27/2015,V60WF,,,,,,,Ref: 1,Ref: 1,,,Video: 1
Bukantz,Jeffrey,2/27/2015,VETMF,,,,,,,,,,,
Bukantz,Jeffrey,2/28/2015,VTMME,,,,,,Ref: 1,,,,,
BUKANTZ,Jeffrey,2/15/2015,JTMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
BUKANTZ,Jeffrey,2/14/2015,U16MF,,,,,,,,,,,
BUKANTZ,Jeffrey,2/15/2015,U16WF,,,,,,,Video: 1,,,,
BUKANTZ,Jeffrey,2/16/2015,U19MF,,,,Ref: 1,,,,,,,
BUKANTZ,Jeffrey,2/14/2015,U19MS,,,,Ref: 5,Ref: 2,Ref: 1,,,,,
BUKANTZ,Jeffrey,2/13/2015,U19WF,,,,Ref: 2,,,Video: 1,,,,Video: 1
Burchard,Peter,11/8/2014,U20ME,,,,,,,Video: 1,Video: 1,,,
Burchard,Peter,11/8/2014,Y14MF,,,,Ref: 1,Ref: 1,,,,,,
Burchard,Peter,11/9/2014,U17WF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,
Burchard,Peter,11/9/2014,U20MF,,,Ref: 2,Ref: 4,Ref: 2,,Video: 1,Video: 1,,,
Burchard,Peter,11/9/2014,Y14MS,,,,,,,,,,,
Burchard,Peter,11/10/2014,U17ME,,,,,,,,,,,
Burchard,Peter,11/10/2014,U17WE,,,,,,,,,,,
Burchard,Peter,12/5/2014,DV1WF,,,,,,,,,,,
Burchard,Peter,12/5/2014,V40MF,,,,,,,,Video: 1,Video: 1,,
Burchard,Peter,12/5/2014,V50MF,,,,,,,,Video: 1,Video: 1,,
Burchard,Peter,12/6/2014,DV2MF,,,,,,,,,,,
Burchard,Peter,12/6/2014,VETWF,,,,,Ref: 1,Ref: 2,Ref: 1,,,,
Burchard,Peter,12/7/2014,DV2WF,,,,,Ref: 2,,Ref: 1,Ref: 1,,,
Burchard,Peter,12/7/2014,VETMF,,,,,,,,,,,
BURCHARD,Peter,2/14/2015,JTMME,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,Ref: 1
BURCHARD,Peter,2/15/2015,JTMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
BURCHARD,Peter,2/16/2015,U16MS,,,,,,,,,,,
BURCHARD,Peter,2/15/2015,U16WF,,,,,,,,,,,
BURCHARD,Peter,2/13/2015,U19ME,,,,,,,,,,,
BURCHARD,Peter,2/16/2015,U19MF,,,Ref: 3,Ref: 4,Ref: 1,,Video: 1,,,,
BURCHARD,Peter,2/13/2015,U19WF,,,,Ref: 3,,,Video: 1,Video: 1,,,
Burgess,Torrey,10/11/2014,DV1MF,,,,Ref: 3,Ref: 1,,,,,,
Burgess,Torrey,10/10/2014,DV1MS,,,,Ref: 2,,,,,,,
Burgess,Torrey,10/12/2014,DV1WF,,,,Ref: 1,Ref: 1,,,,,,
Burgess,Torrey,10/10/2014,DV1WS,,,,Ref: 1,,,,,,,
Burgess,Torrey,10/12/2014,DV2MF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Burgess,Torrey,10/11/2014,DV2WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Burgess,Torrey,10/13/2014,STMWF,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Burgess,Torrey,10/13/2014,U17MF,,,,,,,,,,,
Burgess,Torrey,12/5/2014,DV1MS,,,,,,,,,,,
Burgess,Torrey,12/5/2014,V40WS,,,,,,,Ref: 2,Ref: 1  Video: 1,,,
Burgess,Torrey,12/5/2014,V60WS,,,,,,,Ref: 1,Ref: 1,,,
Burgess,Torrey,12/6/2014,DV2MF,,,,Ref: 1,Ref: 2,,Ref: 1,,,,
Burgess,Torrey,12/6/2014,VETMS,,,,,Ref: 3,Ref: 2,,,Video: 1,,
Burgess,Torrey,12/7/2014,VETWS,,,,,,Ref: 1,Ref: 2,Ref: 1,,,
Burgess,Torrey,12/8/2014,DV2WS,,,,,Ref: 2,Ref: 2,Ref: 1,,,,
Burgess,Torrey,12/8/2014,V50MS,,,,,,Ref: 3,Ref: 1,Ref: 1,,,
Burgess,Torrey,12/8/2014,V60MS,,,,,,,,Video: 1,,,
Campi-Sapery,Lisa,2/14/2015,JTMME,,,,,,Ref: 1,Ref: 1,,,,
Campi-Sapery,Lisa,2/15/2015,U16ME,,,Ref: 3,Ref: 2,Ref: 1,,Ref: 1,,Video: 1,,
Campi-Sapery,Lisa,2/14/2015,U16WE,,,,,,,,Video: 1,,,
Campi-Sapery,Lisa,2/15/2015,U16WF,,,Ref: 1,Ref: 3,Ref: 1,,,,,,
Campi-Sapery,Lisa,2/13/2015,U19ME,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,,
Campi-Sapery,Lisa,2/16/2015,U19MF,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Campi-Sapery,Lisa,2/16/2015,U19WE,,,,Ref: 3,Ref: 1,,,,,,
Campi-Sapery,Lisa,2/13/2015,U19WF,,,,Ref: 2,Ref: 1,,,,,,
Campi-Sapery,Lisa,6/30/2015,U19WF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Video: 1,,,,
Campi-Sapery,Lisa,6/30/2015,V50WF,,,,,,,,Ref: 1,,,
Campi-Sapery,Lisa,7/1/2015,U19MF,,,Ref: 1,Ref: 2,,Ref: 1,Assist: 1,Ref: 1,,,
Campi-Sapery,Lisa,7/1/2015,V60MF,,,,,,Ref: 1,Ref: 1,Video: 1,,,Ref: 1
Campi-Sapery,Lisa,7/2/2015,DV3MF,,,,,,,Ref: 1,,,,
Campi-Sapery,Lisa,7/2/2015,U16WF,,,,Ref: 1,,,Assist: 1,Ref: 1,,,
Chamberlain,Allison,1/9/2015,U20WE,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Chamberlain,Allison,1/10/2015,DV1ME,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Chamberlain,Allison,1/11/2015,DV1WE,,,,Ref: 1,Ref: 2,,,,,,
Chamberlain,Allison,1/12/2015,U20ME,,,,Ref: 3,,Ref: 1,,,,,
Chamberlain,Allison,4/17/2015,DV2ME,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Chamberlain,Allison,4/18/2015,Y14ME,,,Ref: 1,Ref: 2,Ref: 1,,,Ref: 1,,,
Chamberlain,Allison,4/18/2015,Y14WE,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Chamberlain,Allison,4/19/2015,14TMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Chamberlain,Allison,4/19/2015,Y12MF,,,,,,,,,,,
Chamberlain,Allison,4/20/2015,Y12ME,,,,Ref: 1,Ref: 2,Ref: 1,,,Ref: 1,,
Chamberlain,Allison,4/20/2015,Y12WE,,,,,Ref: 1,,,Ref: 1,,,
Chamberlain,Allison,6/27/2015,D1AME,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Chamberlain,Allison,6/28/2015,DV1ME,,,,Ref: 1,,,,,,,
Chamberlain,Allison,6/29/2015,STMME,,,,,Ref: 1,Ref: 1,Ref: 1,,,,Ref: 1
Chamberlain,Allison,6/30/2015,U19WF,,,,,,,,,,,
Chamberlain,Allison,6/30/2015,V50ME,,,,,Ref: 2,Ref: 2,,Ref: 1,,,
Chamberlain,Allison,7/1/2015,D1AWE,,,,,Ref: 2,,Ref: 1,,,,Assist: 1
Chamberlain,Allison,7/1/2015,DV2ME,,,,Ref: 2,Ref: 2,,,,Ref: 1,,Video: 1
Chamberlain,Allison,7/2/2015,U16ME,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Chamberlain,Allison,7/2/2015,Y14WE,,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,,,
Chamberlain,Allison,7/3/2015,V40WE,,,,,,,Ref: 2,Ref: 1,,,
Chamberlain,Allison,7/3/2015,V50WE,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Chamberlain,Allison,7/4/2015,Y10ME,,,,,,,,,Assist: 1,,Assist: 1
Chamberlain,Allison,7/6/2015,Y10WE,,,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,
Chamberlain,Allison,7/6/2015,Y14ME,,,Ref: 1,Ref: 2,,Ref: 1,,Ref: 1,Video: 1,,
Chamberlain,Allison,2/28/2015,DV1ME,,,,,Ref: 3,,Ref: 1,,,,
Chamberlain,Allison,3/1/2015,DV3ME,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Chamberlain,Allison,2/28/2015,DV3WE,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Chamberlain,Allison,3/1/2015,V40WE,,,,,,,Ref: 2,Ref: 2,Video: 1,,Video: 1
Chamberlain,Allison,2/27/2015,V50ME,,,,,Ref: 2,Ref: 3,,,,,
Chamberlain,Allison,2/27/2015,V60ME,,,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,
Chamberlain,Allison,3/1/2015,V70WE,,,,,,,,,Ref: 1,,
Chamberlain,Allison,3/2/2015,VETME,,,,,,Ref: 1,Ref: 1,,,,
Chamberlain,Allison,3/2/2015,VETWE,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,,
Chang,Jason,11/7/2014,U17MF,,,Ref: 2,Ref: 2,Ref: 2,,Ref: 1  Video: 1,Ref: 1,,,
Chang,Jason,11/8/2014,U20ME,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,
Chang,Jason,11/8/2014,Y14MF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 2,Video: 1,Ref: 1,,
Chang,Jason,11/9/2014,U17WF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,Video: 1,,Video: 1
Chang,Jason,11/9/2014,U20MF,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,,
Chang,Jason,11/10/2014,U17ME,,,,,,,,,,,
Chang,Jason,11/10/2014,Y14WF,,,,Ref: 2,Ref: 3,Ref: 1,Ref: 1  Video: 1,,,,
Chang,Jason,1/10/2015,DV1ME,,,Ref: 2,Ref: 1,Ref: 1,,,,,,
Chang,Jason,1/10/2015,U20WF,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Chang,Jason,1/11/2015,U20MF,,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,,,
Chang,Jason,1/12/2015,DV1WF,,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,
Chang,Jason,1/12/2015,STMMF,,,,,,,,,Ref: 1,Ref: 1,
Chang,Jason,2/14/2015,JTMWF,,,,,,,Ref: 1,Ref: 1,,,Ref: 1
Chang,Jason,2/15/2015,U16ME,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1  Video: 1,Video: 1,,,
Chang,Jason,2/14/2015,U16MF,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Chang,Jason,2/15/2015,U16WF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Chang,Jason,2/16/2015,U19MF,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Chang,Jason,2/13/2015,U19WF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,Ref: 1,,
Chang,Jason,6/29/2015,STMWF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Chang,Jason,6/29/2015,U16MF,,,,Ref: 2,Ref: 1,Ref: 2,,,,,
Chang,Jonathan,6/27/2015,D1AWF,,,,,Ref: 1,,,,,,
Chang,Jonathan,6/27/2015,DV1MF,,,,Ref: 1,Ref: 1,,,,,,
Chang,Jonathan,6/28/2015,DV1ME,,,,,,,,,,,
Chang,Jonathan,7/3/2015,DV2MF,,,,Ref: 3,Ref: 2,Ref: 1,,Ref: 1,,,
Chang,Jonathan,7/3/2015,DV3WF,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Chang,Jonathan,7/4/2015,Y14MF,,,,,Ref: 1,,,,,,
Chang,Jonathan,7/5/2015,DV2WE,,,,,,Ref: 1,,,,,
Chang,Jonathan,7/5/2015,Y12ME,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,Assist: 1
Chee,Jian,4/18/2015,Y12MS,,,,Ref: 2,Ref: 3,Ref: 2,Ref: 1,Video: 1,,,
Chee,Jian,4/18/2015,Y12WS,,,,,Ref: 4,Ref: 2,Ref: 1,Video: 1,Ref: 1,,Video: 1
Cherng,Jonathan,6/27/2015,D1AWF,,,,,Ref: 1,Ref: 1,,,,,
Cherng,Jonathan,6/28/2015,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Cherng,Jonathan,6/29/2015,U16MF,,,,Ref: 1,Ref: 2,,Ref: 1,,,,
Cherng,Jonathan,6/30/2015,U19WF,,,,Ref: 2,Ref: 2,,,,,,
Cherng,Jonathan,6/30/2015,V50WF,,,,,,,,,,,
Cherng,Jonathan,7/1/2015,V50MF,,,,,,,,Video: 1,,,Assist: 1
Cherng,Jonathan,7/2/2015,DV3MF,,,,,,,,,,,
Cherng,Jonathan,7/4/2015,Y10WF,,,,Ref: 1,,,,,,,
Chernomashentsev,Alisa,11/7/2014,U20WF,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,
Chernomashentsev,Alisa,11/8/2014,U20ME,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Chernomashentsev,Alisa,11/8/2014,Y14MF,,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Chernomashentsev,Alisa,11/9/2014,U17WF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Chernomashentsev,Alisa,11/9/2014,U20MF,,,Ref: 2,Ref: 3,Ref: 1,,Ref: 1,,,,
Chernomashentsev,Alisa,11/10/2014,U17ME,,,,,,,,,,,
Chernomashentsev,Alisa,11/10/2014,Y14WF,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Cho,Michael,12/6/2014,DV2MF,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,
Cho,Michael,12/6/2014,VETWF,,,,,Ref: 1,Ref: 1,Ref: 2,,,,
Choy,Jason,1/9/2015,U20MS,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,
Choy,Jason,1/9/2015,U20WE,,,,,,,,,,,
Choy,Jason,1/10/2015,DV1ME,,,Ref: 2,Ref: 1,,,,,,,
Choy,Jason,1/10/2015,STMMS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Choy,Jason,1/12/2015,U20ME,,,,Ref: 3,,,,,,,
Choy,Jason,1/12/2015,U20WS,,,,,Ref: 3,Ref: 1,,,,,
Chung,David,7/1/2015,DV2WF,,,,,,,,,,,
Chung,David,7/2/2015,DV3MF,,,,Ref: 2,Ref: 2,,,,,,
Chung,David,7/2/2015,U16WF,,,,Ref: 2,Ref: 1,,Assist: 1,,,,
Cillo,Anna,1/9/2015,U20WE,,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,
Cillo,Anna,1/10/2015,DV1ME,,,Ref: 2,Ref: 2,,,,,,,
Cillo,Anna,1/11/2015,DV1WE,,,,Ref: 1,Ref: 1,,,,,,
Cillo,Anna,1/11/2015,STMME,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Cillo,Anna,2/28/2015,DV1ME,,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,
Cillo,Anna,3/1/2015,DV3ME,,,,,,Ref: 1,Ref: 1,,,,
Cillo,Anna,3/2/2015,DV3MF,,,,,Ref: 2,,,,,,
Cillo,Anna,3/1/2015,V40WE,,,,,,,Ref: 2,Ref: 1,Ref: 1,,
Clinefelter,Dennis,10/12/2014,DV1ME,,,,,,,,,,,
Clinefelter,Dennis,10/11/2014,DV1WE,,,,Ref: 3,Ref: 2,,,,,,
Clinefelter,Dennis,10/11/2014,DV2ME,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Clinefelter,Dennis,10/10/2014,DV2WE,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Clinefelter,Dennis,10/13/2014,STMME,,,,,,Ref: 1,,Ref: 1,,,
Clinefelter,Dennis,10/12/2014,STMWE,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Clinefelter,Dennis,10/10/2014,U17ME,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Clinefelter,Dennis,10/13/2014,U17WE,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Clinton,Elliott,1/9/2015,U20MS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Clinton,Elliott,1/10/2015,DV1WS,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,,,,
Clinton,Elliott,1/10/2015,STMMS,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Clinton,Elliott,1/11/2015,DV1MS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,Ref: 1
Clinton,Elliott,6/27/2015,DV1WS,,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,,,
Clinton,Elliott,6/27/2015,U16MS,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Video: 1,,,Video: 1
Clinton,Elliott,6/28/2015,STMWS,,,,,,,,Ref: 1,,Ref: 1,
Clinton,Elliott,6/29/2015,DV1MS,,,,,Ref: 2,Ref: 1,Video: 1,,,,
Clinton,Elliott,6/29/2015,U16WS,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Clinton,Elliott,6/30/2015,D1AWS,,,,,,Ref: 1,Ref: 1,,,,
Clinton,Elliott,6/30/2015,STMMS,,,,,,Ref: 2,Ref: 1,,,,
Clinton,Elliott,7/2/2015,DV3WS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Clinton,Elliott,7/2/2015,Y14MS,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 2,,Assist: 1,,
Clinton,Elliott,7/6/2015,Y10MS,,,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,Ref: 1
Clinton,Elliott,7/6/2015,Y12WS,,,,,Ref: 3,Ref: 1,,Ref: 1,,,
Cotton,Derek,12/6/2014,DV1WS,,,,,,,Video: 1,Video: 1,,,Video: 1
Cotton,Derek,12/7/2014,DV2MS,,,,,,Ref: 1,,,Video: 1,,
Cotton,Derek,12/7/2014,DV2WF,,,,,Ref: 2,Ref: 2,Ref: 1,,,,
Cotton,Derek,12/8/2014,DV1MF,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Cotton,Derek,12/8/2014,DV2WS,,,,,,Ref: 1,,,,,
Crocket,Anne,1/10/2015,CHRMF,,,,,,,Ref: 1,Ref: 1,Ref: 2,,
Crocket,Anne,1/10/2015,CHRWF,,,,,,,,,,,Video: 1
Crocket,Anne,1/12/2015,U20ME,,,,,,,,,,,
Crocket,Anne,6/28/2015,DV1ME,,,,,,,,,,,Ref: 1
Crocket,Anne,6/29/2015,STMME,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,
Crocket,Anne,10/12/2014,DV1ME,,,,,Ref: 1,,,,,,Ref: 1
Crocket,Anne,10/11/2014,DV1WE,,,,Ref: 1,Ref: 1,,,,,,
Crocket,Anne,10/11/2014,DV2WF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Crocket,Anne,10/13/2014,U17MF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Crocket,Anne,2/14/2015,JTMME,,,,,Ref: 1,,,Ref: 1,,,
Crocket,Anne,2/15/2015,U16ME,,,Ref: 2,Ref: 3,Ref: 1,,Video: 1,,,,Ref: 1
Crocket,Anne,2/14/2015,U16WE,,,,,,,,Video: 1,,,
Crocket,Anne,2/13/2015,U19ME,,,Ref: 1,Ref: 2,,Ref: 1,Video: 1,Video: 1,,,
Crocket,Anne,2/16/2015,U19WE,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,Video: 1,,,
Crocket,Anne,2/28/2015,DV1ME,,,,,Ref: 2,Ref: 1,Video: 2,,,,Ref: 1
Crocket,Anne,3/2/2015,DV3MF,,,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,
Crocket,Anne,3/1/2015,STMME,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Crocket,Anne,2/28/2015,STMWE,,,,,,,,,Ref: 1,Ref: 1,
Crocket,Anne,3/1/2015,V50WE,,,,,,,Ref: 1,Video: 1,Video: 1,,Ref: 1
Crocket,Anne,4/17/2015,CHRME,,,,,,,,,Ref: 1,,
Crocket,Anne,4/17/2015,CHRWE,,,,,,,,,Ref: 1,,
Crocket,Anne,4/17/2015,DV2WE,,,,,,,,Video: 1,,,
Crocket,Anne,4/18/2015,CHRMF,,,,,,,,Ref: 1,,,
Crocket,Anne,4/18/2015,CHRWF,,,,,,,,,,,
Crocket,Anne,4/20/2015,Y12ME,,,,,,,,,,,Video: 1
Cunningham,Scott,10/13/2014,STMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Cunningham,Scott,10/13/2014,U17MF,,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Curtis,Leo,10/11/2014,STMMS,,,,,,,,Ref: 1,,,
Curtis,Leo,1/10/2015,DV1WS,,,,,,,,,,,
Curtis,Leo,1/10/2015,STMMS,,,,,,,Ref: 1,Ref: 1,,,
Curtis,Leo,1/11/2015,STMME,,,,,,Ref: 1,Ref: 1,,,,
Curtis,Leo,2/28/2015,DV3MS,,,,,Ref: 2,Ref: 1,,,,,
Curtis,Leo,3/2/2015,DV3WS,,,,,,Ref: 3,,,,,
Curtis,Leo,3/1/2015,VETMS,,,,,Ref: 1,Ref: 1,,,,,
Curtis,Leo,2/28/2015,VTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Curtis,Leo,4/18/2015,Y12MS,,,,Ref: 1,Ref: 2,,,,,,
Curtis,Leo,4/18/2015,Y14WE,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Curtis,Leo,4/19/2015,14TMWE,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Curtis,Leo,4/20/2015,Y12ME,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Dakova,Iana,1/10/2015,DV1ME,,,,Ref: 1,,,,,,,Ref: 1
Dakova,Iana,1/11/2015,U20MF,,,,Ref: 2,Ref: 1,Ref: 2,Video: 1,,,,Ref: 1
Dakova,Iana,1/12/2015,DV1WF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Daniell,Madeleine,4/17/2015,14TMMS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Daniell,Madeleine,4/17/2015,DV2WE,,,,,Ref: 2,Ref: 1,,Ref: 1,,,
Daniell,Madeleine,4/18/2015,Y12MS,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Daniell,Madeleine,4/18/2015,Y12WS,,,,Ref: 1,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,
