,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Armijo ,Gabriel,11/7/2014,U17WS,,,,Ref: 3,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,
Armijo ,Gabriel,11/7/2014,Y14ME,,,,,Ref: 3,,,,,,
Armijo ,Gabriel,11/8/2014,U17MS,,,Ref: 3,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Armijo ,Gabriel,11/8/2014,Y14WS,,,,,Ref: 5,Ref: 1,Ref: 1,,,,
Armijo ,Gabriel,11/9/2014,U20MF,,,,,,,,,,,
Armijo ,Gabriel,11/9/2014,U20WS,,,,Ref: 4,Ref: 1,Ref: 2,Video: 2,,,,
Armijo ,Gabriel,11/9/2014,Y14MS,,,,Ref: 2,Ref: 2,Ref: 3,,Video: 1,Ref: 1,,Video: 1
Armijo ,Gabriel,11/10/2014,U20MS,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,,,,,
Armijo ,Gabriel,2/14/2015,JTMME,,,,,,Ref: 2,,,,,
Armijo ,Gabriel,2/13/2015,U16WS,,,,Ref: 5,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Armijo ,Gabriel,2/13/2015,U19ME,,,Ref: 2,Ref: 2,,,,,,,
Armijo ,Gabriel,2/14/2015,U19MS,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Armijo ,Gabriel,2/15/2015,U19WS,,,,Ref: 5,Ref: 2,Ref: 2,Ref: 1  Video: 1,Ref: 1,,,
Aronica,Brian,4/17/2015,Y14MF,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Aronica,Brian,4/18/2015,DV2WF,,,,,Ref: 2,Ref: 1,,,,,
Aronica,Brian,4/18/2015,Y14ME,,,,,,,,,,,
Aronica,Brian,4/19/2015,14TMWE,,,,,,,Ref: 1,Ref: 1,,,
Aronica,Brian,4/19/2015,Y10ME,,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,
Aronica,Brian,6/27/2015,U16WE,,,,,Ref: 2,,Ref: 1,,,,
Aronica,Brian,6/28/2015,U19WE,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Aronica,Brian,6/29/2015,STMWF,,,,,,,Ref: 1,,,,
Aronica,Brian,6/29/2015,U16MF,,,,Ref: 3,,,,,,,
Aronica,Brian,7/1/2015,DV2WF,,,,Ref: 3,Ref: 2,Ref: 2,,Ref: 1,,,
Aronica,Brian,7/1/2015,U19MF,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Aronica,Brian,7/2/2015,DV3MF,,,,Ref: 3,Ref: 2,,,,,,
Aronica,Brian,7/2/2015,U16WF,,,,Ref: 1,Ref: 1,,Assist: 1,Assist: 1,,,
Aronica,Brian,7/4/2015,Y10WF,,,,Ref: 1,Ref: 1,,,,,,
Aronica,Brian,7/4/2015,Y14MF,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,,,,
Aronica,Brian,7/6/2015,Y10WE,,,,,Ref: 1,Ref: 1,,,,,Ref: 1
Aronica,Brian,7/6/2015,Y14ME,,,Ref: 1,Ref: 4,Ref: 1,Ref: 1,,,,,
Astudillo,Charles,10/12/2014,DV1ME,,,Ref: 3,Ref: 3,Ref: 2,,,,,,
Astudillo,Charles,10/11/2014,DV1MF,,,,,Ref: 1,,,,Video: 1,,
Astudillo,Charles,10/11/2014,DV2ME,,,,,,,,Ref: 1,,,
Astudillo,Charles,10/12/2014,DV2MF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Astudillo,Charles,10/13/2014,DV2MS,,,,Ref: 3,Ref: 3,,Ref: 1,,,,
Astudillo,Charles,10/10/2014,DV2WE,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Astudillo,Charles,10/13/2014,DV2WS,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Astudillo,Charles,10/10/2014,U17ME,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Astudillo,Charles,11/7/2014,U17MF,,,Ref: 1,Ref: 3,Ref: 3,,,,,,
Astudillo,Charles,11/7/2014,U20WF,,,,,,,,Ref: 1,,,
Astudillo,Charles,11/8/2014,U17MS,,,Ref: 3,Ref: 3,,,Ref: 1,,,,
Astudillo,Charles,11/8/2014,U20ME,,,,,,,,,,,
Astudillo,Charles,11/8/2014,Y14MF,,,,,Ref: 1,,,,,,
Astudillo,Charles,11/9/2014,U17WF,,,,,,,,,,,
Astudillo,Charles,11/9/2014,U20MF,,,,,,,,,,,
Astudillo,Charles,11/9/2014,U20WS,,,,Ref: 2,Ref: 1,,,,,,
Astudillo,Charles,11/10/2014,U17ME,,,,,,,,,,,
Astudillo,Charles,11/10/2014,U17WE,,,,Ref: 2,,Ref: 1,Ref: 1,,,,
Astudillo,Charles,11/10/2014,Y14WF,,,,,,,,,,,
Astudillo,Charles,1/9/2015,DV1MF,,,,Ref: 4,Ref: 2,,Ref: 1,,,,
Astudillo,Charles,1/10/2015,U20WF,,,,Ref: 1,Ref: 1,,Video: 1,Video: 2,,,
Astudillo,Charles,1/11/2015,U20MF,,,,Ref: 3,Ref: 2,,,Video: 1,,,
Astudillo,Charles,1/12/2015,DV1WF,,,,Ref: 1,,,Video: 1,,,,
Astudillo,Charles,1/12/2015,STMMF,,,,,,,,Ref: 1,,,
Astudillo,Charles,2/14/2015,JTMME,,,,,,Ref: 1,Ref: 1,,,,
Astudillo,Charles,2/15/2015,U16ME,,,Ref: 2,Ref: 2,Ref: 2,,,,,,
Astudillo,Charles,2/14/2015,U16WE,,,,Ref: 1,,,,Ref: 1,,,
Astudillo,Charles,2/15/2015,U16WF,,,Ref: 1,Ref: 2,Ref: 1,,,,Ref: 1,,
Astudillo,Charles,2/16/2015,U19MF,,,,,Ref: 1,,,,,,
Astudillo,Charles,2/13/2015,U19WF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Astudillo,Charles,6/27/2015,D1AWF,,,,,Ref: 1,Ref: 1,,,,,
Astudillo,Charles,6/28/2015,U19MS,,,,Ref: 1,Ref: 2,,,,,,
Astudillo,Charles,6/30/2015,U19WF,,,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,,
Astudillo,Charles,6/30/2015,V50WF,,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,Assist: 1
Astudillo,Charles,7/1/2015,U19MF,,,,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Astudillo,Charles,7/1/2015,V60MF,,,,,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Astudillo,Charles,7/1/2015,V70MF,,,,,,,,Ref: 1  Video: 1,,,
Astudillo,Charles,7/3/2015,V60WE,,,,,,,Ref: 1,Ref: 1  Video: 1,Ref: 1,,
Astudillo,Charles,7/4/2015,Y10WF,,,,,,,,Ref: 1,Video: 1,,
Astudillo,Charles,7/4/2015,Y14MF,,,,,,,,,,,
Astudillo,Charles,7/5/2015,Y12WF,,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,
Astudillo,Charles,7/6/2015,Y12MF,,,,,,,,,,,
Astudillo,Charles,7/6/2015,Y14WF,,,Ref: 1,Ref: 3,Ref: 1,,,,,,
Attar Cohen,Adriana,7/1/2015,D1AMS,,,,,Ref: 4,Ref: 1,Ref: 1,,,,Ref: 1
Attar Cohen,Adriana,7/1/2015,V40WS,,,,,,,,Video: 2,Ref: 1,,
Attar Cohen,Adriana,7/1/2015,V70WS,,,,,,,,Ref: 1,Ref: 1  Video: 1,,Ref: 1
Attar Cohen,Adriana,7/2/2015,DV3WS,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Attar Cohen,Adriana,7/2/2015,Y14MS,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Attar Cohen,Adriana,7/3/2015,DV2WS,,,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,,,,
Attar Cohen,Adriana,7/3/2015,Y12MS,,,,Ref: 6,Ref: 1,Ref: 1,,,Ref: 1,,
Attar Cohen,Adriana,7/4/2015,DV3MS,,,,Ref: 4,Ref: 1,Ref: 1,Ref: 1,,,,
Attar Cohen,Adriana,7/4/2015,Y14WS,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,
Attar Cohen,Adriana,7/5/2015,DV2MS,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Attar Cohen,Adriana,7/5/2015,Y10WS,,,,,,Ref: 2,,Ref: 1,Assist: 1,,
AYupov,Vadim,4/18/2015,DV2MF,,,,Ref: 2,Ref: 2,,,,,,
AYupov,Vadim,4/18/2015,DV2WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
AYupov,Vadim,4/20/2015,Y10MF,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Badawi,Amgad,10/11/2014,DV1MF,,,,,,,,,Video: 1,,Ref: 1
Badawi,Amgad,10/12/2014,DV1WF,,,,,,,,Video: 1,,,
Badawi,Amgad,10/12/2014,DV2MF,,,,Ref: 2,Ref: 1,,,Ref: 1,,,
Badawi,Amgad,10/10/2014,STMMF,,,,,,,,Ref: 1,,,
Badawi,Amgad,10/10/2014,U17WF,,,,Ref: 2,,Ref: 1,Ref: 1,Video: 1,,,
Badawi,Amgad,12/6/2014,DV1ME,,,,Ref: 2,Ref: 1,,,,,,
Badawi,Amgad,12/6/2014,DV2MF,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Badawi,Amgad,12/7/2014,DV2WF,,,,,Ref: 3,Ref: 1,,,,,
Badawi,Amgad,12/7/2014,VETMF,,,,,Ref: 1,Ref: 1,,,,,
Badawi,Amgad,12/8/2014,DV1MF,,,,Ref: 2,Ref: 3,,Video: 1,,,,
Badawi,Amgad,12/8/2014,V40WF,,,,,,,Ref: 1,,,,
Badawi,Amgad,1/9/2015,DV1MF,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,Ref: 1,,
Badawi,Amgad,1/10/2015,U20WF,,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Badawi,Amgad,1/11/2015,U20MF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Badawi,Amgad,1/12/2015,DV1WF,,,,,,Ref: 1,Ref: 1,,,,Video: 1
Badawi,Amgad,3/2/2015,DV3MF,,,,,Ref: 1,Ref: 1,,Video: 1,Video: 1,,
Badawi,Amgad,2/27/2015,V60WF,,,,,,,Ref: 2,,,,
Badawi,Amgad,2/27/2015,VETMF,,,,,,,,,Ref: 1,,Video: 1
Badawi,Amgad,3/1/2015,VTMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Badawi,Amgad,6/27/2015,DV1MF,,,,,,,Video: 1,Ref: 1,Video: 1,,
Badawi,Amgad,6/29/2015,U16MF,,,,,Ref: 1,,Video: 1,Video: 1,Ref: 1,,Assist: 1
Badawi,Amgad,7/1/2015,U19MF,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Badawi,Amgad,7/1/2015,V50MF,,,,,,Ref: 2,,,,,
Badawi,Amgad,7/3/2015,DV2MF,,,,,,,,Video: 1,,,
Badawi,Amgad,7/3/2015,DV3WF,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Badawi,Amgad,7/4/2015,Y10WF,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Badawi,Amgad,7/4/2015,Y14MF,,,Ref: 1,,,,,,,,
Baker,Bradley,12/6/2014,V40WE,,,,,,,,Video: 1,Video: 1,,
Baker,Bradley,12/6/2014,VETMS,,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,Video: 1
Baker,Bradley,12/7/2014,V40ME,,,,,,Ref: 3,Ref: 3,Ref: 2  Video: 1,Video: 2,,Ref: 1
Baker,Bradley,12/7/2014,V60ME,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Baker,Bradley,12/8/2014,V50MS,,,,,,,,,Video: 1,,Ref: 1
Baker,Bradley,12/8/2014,V60MS,,,,,,Ref: 1,Ref: 2,Video: 1,Ref: 1,,
Baker,Bradley,12/8/2014,V70MS,,,,,,,,,,,Video: 1
Baker,Bradley,1/9/2015,DV1MF,,,,,,,,,,,
Baker,Bradley,1/9/2015,U20MS,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Video: 1,,,Video: 1
Baker,Bradley,1/10/2015,DV1WS,,,,Ref: 1,Ref: 2,,,,,,
Baker,Bradley,1/10/2015,U20WF,,,,,,Ref: 1,Video: 1,,Video: 1,,
Baker,Bradley,1/11/2015,DV1MS,,,,Ref: 2,Ref: 2,Ref: 2,Video: 1,,,,
Balayan,Garik,6/27/2015,D1AWF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Balayan,Garik,6/27/2015,DV1MF,,,,Ref: 1,Ref: 1,,,,,,
Balayan,Garik,6/28/2015,DV1WF,,,,,,,,,,,
Balayan,Garik,6/29/2015,U16MF,,,,,Ref: 1,Ref: 1,,,Video: 1,,
Balayan,Garik,6/30/2015,D1AMF,,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,
Balayan,Garik,7/2/2015,DV3MF,,,,Ref: 3,Ref: 1,,,,,,
Balayan,Garik,7/2/2015,U16WF,,,,,,,,Video: 1,,,
Balayan,Garik,10/11/2014,DV1MF,,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Balayan,Garik,10/12/2014,DV1WF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Balayan,Garik,10/12/2014,DV2MF,,,,Ref: 2,Ref: 1,,,,,,
Balayan,Garik,10/10/2014,STMMF,,,,,,,,Ref: 1,,,
Balayan,Garik,10/13/2014,U17MF,,,,Ref: 3,Ref: 3,Ref: 1,Ref: 1,,Video: 1,,
Balayan,Garik,10/10/2014,U17WF,,,,,,,Video: 1,,,,
Balog,Marcus,10/12/2014,DV1ME,,,,,,,,,,,
Balog,Marcus,10/11/2014,DV1MF,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Balog,Marcus,10/12/2014,DV1WF,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Balog,Marcus,10/11/2014,DV2ME,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,,,,,
Balog,Marcus,10/12/2014,DV2MF,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Balog,Marcus,10/13/2014,U17MF,,,,Ref: 4,Ref: 2,Ref: 1,Video: 1,,Ref: 1,,
Balog,Marcus,11/7/2014,U17MF,,,Ref: 1,Ref: 6,Ref: 2,Ref: 1,,,,,
Balog,Marcus,11/7/2014,U20WF,,,,Ref: 1,Ref: 1,Ref: 1,,,Ref: 1,,
Balog,Marcus,11/8/2014,U20ME,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,,
Balog,Marcus,11/8/2014,U20WE,,,Ref: 1,Ref: 3,Ref: 2,Ref: 1,,,Ref: 1,,
Balog,Marcus,11/9/2014,U20MF,,,Ref: 4,Ref: 4,Ref: 2,,Ref: 1,,Ref: 1,,
Balog,Marcus,11/10/2014,U17ME,,,,,,,,,,,
Balog,Marcus,11/10/2014,U17WE,,,,Ref: 1,,,Video: 1,,,,
Balog,Marcus,2/14/2015,JTMWF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Balog,Marcus,2/15/2015,U16ME,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Balog,Marcus,2/14/2015,U16MF,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,,,,,
Balog,Marcus,2/15/2015,U16WF,,,Ref: 1,Ref: 4,Ref: 1,,Ref: 1,,,,
Balog,Marcus,3/1/2015,DV1MF,,,,,Ref: 1,Ref: 1,Video: 1,,,,
Balog,Marcus,2/28/2015,DV1WF,,,,,,Ref: 1,Ref: 1,,,,
Balog,Marcus,3/1/2015,DV3WF,,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Balog,Marcus,2/27/2015,V60ME,,,,,Ref: 1,Ref: 3,Ref: 1,Video: 1,,,
Balog,Marcus,3/2/2015,VETWE,,,,,Ref: 1,Ref: 2,,,Ref: 1,,Ref: 1
Balog,Marcus,3/2/2015,VETWF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,Video: 1
Balog,Marcus,2/27/2015,VTMWE,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Banks,Dan,4/17/2015,DV2ME,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,Ref: 1
Banks,Dan,4/17/2015,Y14MF,,,Ref: 2,Ref: 2,,,,,,,
Banks,Dan,4/18/2015,DV2MF,,,,Ref: 3,,,Ref: 1,,,,
Banks,Dan,4/18/2015,DV2WF,,,,Ref: 1,Ref: 2,Ref: 2,,,Video: 1,,
Banks,Dan,4/19/2015,14TMME,,,,,,Ref: 1,Ref: 1,,,,
Banks,Dan,4/19/2015,Y10WE,,,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,
Banks,Dan,4/20/2015,Y10WF,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Banks,Dan,4/20/2015,Y12WE,,,,,Ref: 1,Ref: 1,,,,,
Barnhart,William,4/17/2015,Y14MF,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Barnhart,William,4/17/2015,Y14WF,,,Ref: 1,Ref: 2,,Ref: 1,,,,,
Barnhart,William,4/18/2015,DV2MF,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Barnhart,William,4/18/2015,Y14ME,,,,,,,,,,,
Barnhart,William,4/18/2015,Y14WE,,,,,,,,,,,
Barnhart,William,4/19/2015,14TMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Barnhart,William,4/19/2015,Y10WE,,,,,,Ref: 2,Ref: 2,,Ref: 1,,Ref: 1
Barnhart,William,4/20/2015,Y12ME,,,,Ref: 1,Ref: 1,,,,,,
Barnhart,William,4/20/2015,Y12WE,,,,,Ref: 1,Ref: 1,,Ref: 1,,,
Barnhart,William,6/27/2015,D1AWF,,,,,Ref: 1,Ref: 2,,Ref: 1,,,
Barnhart,William,6/27/2015,DV1MF,,,,Ref: 1,Ref: 1,,,,,,
Barnhart,William,6/28/2015,DV1ME,,,,Ref: 1,Ref: 2,,,,,,
Barnhart,William,6/29/2015,STMME,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,
Barnhart,William,6/29/2015,U16MF,,,,,,,,,,,
Barnhart,William,6/30/2015,U19ME,,,Ref: 1,Ref: 3,Ref: 1,,Ref: 1,,,,
Barnhart,William,6/30/2015,V50ME,,,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,,
Barnhart,William,7/1/2015,DV2WF,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,Ref: 1
Barnhart,William,7/1/2015,U19MF,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Barnhart,William,7/2/2015,U16ME,,,,Ref: 1,Ref: 3,,Video: 1,Video: 1,Assist: 1,,Video: 1
Barnhart,William,7/3/2015,DV3ME,,,,Ref: 2,Ref: 2,,Ref: 1,,,,
Barnhart,William,7/3/2015,V60WE,,,,,,,Ref: 2,Video: 1  Assist: 1,Ref: 1,,
Barnhart,William,7/4/2015,Y10WF,,,,,Ref: 2,Ref: 1,,,,,
Barnhart,William,7/4/2015,Y14MF,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,,
Barton,Peter,1/9/2015,DV1MF,,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,,,
Barton,Peter,1/10/2015,DV1ME,,,,,Ref: 1,,,,,,
Barton,Peter,1/10/2015,U20WF,,,,,Ref: 1,,Ref: 1,,,,
Barton,Peter,1/11/2015,U20MF,,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,,
Barton,Peter,1/12/2015,DV1WF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Barton,Peter,1/12/2015,STMMF,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Baumgart,Gerrie,2/14/2015,JTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Baumgart,Gerrie,2/15/2015,U16ME,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Baumgart,Gerrie,2/14/2015,U16WE,,,,,,,Video: 1,,,,
Baumgart,Gerrie,2/13/2015,U19ME,,,,,,,Video: 1,Video: 1,,,
Baumgart,Gerrie,2/16/2015,U19WE,,,,Ref: 3,,Ref: 1,Video: 1,,,,
Baumgart,Gerrie,4/17/2015,DV2ME,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Baumgart,Gerrie,4/17/2015,DV2WE,,,,,Ref: 2,,Ref: 1,,Video: 1,,
Baumgart,Gerrie,4/19/2015,14TMWE,,,,,,,,Ref: 1,,,
Baumgart,Gerrie,4/20/2015,Y12ME,,,,,,Ref: 1,,Video: 1,,,
Beckerman,Conor,10/12/2014,DV1ME,,,Ref: 3,Ref: 3,Ref: 3,,,,,,
Beckerman,Conor,10/11/2014,DV1MF,,,,Ref: 3,Ref: 1,Ref: 1,Video: 1,,,,Video: 1
Beckerman,Conor,10/12/2014,DV2MF,,,,Ref: 2,Ref: 1,,,Ref: 1,Video: 1,,
Beckerman,Conor,10/10/2014,STMMF,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Beckerman,Conor,10/13/2014,U17MF,,,,Ref: 3,Ref: 3,,Video: 1,Ref: 1,,,
Beckerman,Conor,10/10/2014,U17WF,,,,Ref: 2,Ref: 2,,,Ref: 1,Ref: 1,,
Beckerman,Conor,12/5/2014,DV1WF,,,,,Ref: 2,Ref: 1,,,,,
Beckerman,Conor,12/5/2014,V40MF,,,,,,Ref: 1,,Video: 1,Video: 1,,
Beckerman,Conor,12/5/2014,V50MF,,,,,,,,Video: 1,,,Ref: 1
Beckerman,Conor,12/5/2014,V70MF,,,,,,,Ref: 3,Video: 1,Ref: 1,,
Beckerman,Conor,12/6/2014,DV2MF,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,Ref: 1
Beckerman,Conor,12/6/2014,VETWF,,,,,Ref: 1,Ref: 2,Ref: 2,,,,
Beckerman,Conor,12/7/2014,DV1WE,,,,Ref: 1,Ref: 1,,,,,,
Beckerman,Conor,12/7/2014,V70ME,,,,,,,,Ref: 1,Video: 1,,
Beckerman,Conor,12/8/2014,DV1MF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Beckerman,Conor,12/8/2014,V60WF,,,,,,,,,Ref: 1,,
Beckerman,Conor,1/10/2015,DV1ME,,,Ref: 2,Ref: 3,Ref: 1,,,,Video: 1,,
Beckerman,Conor,1/10/2015,U20WF,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Beckerman,Conor,1/11/2015,STMME,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Beckerman,Conor,1/11/2015,U20MF,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,
Beckerman,Conor,1/12/2015,DV1WF,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Beckerman,Conor,1/12/2015,STMMF,,,,,,,Ref: 1,,,,Ref: 1
Beckerman,Conor,2/15/2015,U16ME,,,Ref: 2,Ref: 2,,Ref: 2,Ref: 1  Video: 1,Ref: 1,,,
Beckerman,Conor,2/14/2015,U16MF,,,Ref: 2,Ref: 4,Ref: 1,,Video: 1,Ref: 1,,,Video: 1
Beckerman,Conor,2/15/2015,U16WF,,,Ref: 1,,Ref: 1,,,Video: 1,,,
Beckerman,Conor,2/16/2015,U19MF,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Beckerman,Conor,2/16/2015,U19WE,,,Ref: 1,Ref: 2,,,Video: 1,,,,Video: 1
Beckerman,Conor,2/13/2015,U19WF,,,,Ref: 2,Ref: 1,,,Ref: 1,,,
Beckerman,Conor,3/1/2015,DV1MF,,,,,,Ref: 2,Ref: 1,,,,
Beckerman,Conor,2/27/2015,DV1WE,,,,,Ref: 1,Ref: 1,Ref: 1  Video: 1,,Ref: 1,,
Beckerman,Conor,2/28/2015,DV1WF,,,,,,,,,,,
Beckerman,Conor,3/2/2015,DV3MF,,,,,,,,Video: 1,Video: 1,,
Beckerman,Conor,3/1/2015,DV3WF,,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,Video: 1
Beckerman,Conor,2/27/2015,V50WF,,,,,,Ref: 2,Ref: 1,Video: 1,Video: 1,,
Beckerman,Conor,2/28/2015,V60MF,,,,,,Ref: 2,Ref: 2,Ref: 2,,,
Beckerman,Conor,3/2/2015,VETWF,,,,,,Ref: 1,Ref: 1,,Video: 1,,
Beckerman,Conor,4/17/2015,Y14MF,,,,,,,,Video: 1,,,
Beckerman,Conor,4/17/2015,Y14WF,,,,,,,,,,,
Beckerman,Conor,4/18/2015,DV2MF,,,,,,Ref: 1,,Video: 1,Video: 1,,
Beckerman,Conor,4/19/2015,Y12MF,,,,,,,,,,,
Beckerman,Conor,4/19/2015,Y12WF,,,,Ref: 2,Ref: 1,,,,,,
Beckerman,Conor,6/27/2015,D1AWF,,,,,,,Ref: 1,Video: 1,,,
Beckerman,Conor,6/27/2015,DV1MF,,,,Ref: 1,Ref: 1,,,Ref: 1,,,
Beckerman,Conor,6/28/2015,DV1WF,,,,,Ref: 1,,Video: 1,Ref: 1,Assist: 1,,
Beckerman,Conor,6/28/2015,U19WE,,,,Ref: 1,Ref: 1,,,,,,
Belanich,Susan,10/12/2014,DV1ME,,,Ref: 4,Ref: 4,Ref: 1,,,,,,
Belanich,Susan,10/11/2014,DV1WE,,,,Ref: 3,,,,,,,
Belanich,Susan,10/11/2014,DV2ME,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,Ref: 1
Belanich,Susan,10/13/2014,DV2MS,,,,,,,,,,,
Belanich,Susan,10/10/2014,DV2WE,,,,,Ref: 3,Ref: 1,,,,,
Belanich,Susan,10/13/2014,STMME,,,,,,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1
Belanich,Susan,10/10/2014,U17ME,,,,Ref: 2,Ref: 3,Ref: 1,Video: 1,Ref: 1,,,
Belanich,Susan,12/5/2014,DV2WE,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Belanich,Susan,12/5/2014,VETME,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,
Belanich,Susan,12/6/2014,DV1ME,,,Ref: 1,Ref: 2,Ref: 2,,,,,,
Belanich,Susan,12/7/2014,DV1WE,,,,Ref: 1,Ref: 2,,,,,,
Belanich,Susan,12/7/2014,V60ME,,,,,Ref: 1,Ref: 2,Ref: 1,,,,Video: 1
Belanich,Susan,12/8/2014,DV2ME,,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Belanich,Susan,12/8/2014,VETWE,,,,,Ref: 1,,Ref: 1,,,,
Belanich,Susan,2/28/2015,DV1ME,,,,,Ref: 3,Ref: 1,,Video: 1,,,
Belanich,Susan,2/27/2015,DV1WE,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Belanich,Susan,3/1/2015,DV3ME,,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,,,,
Belanich,Susan,2/27/2015,V40ME,,,,,,Ref: 1,Ref: 1,,Video: 1,,
Belanich,Susan,3/1/2015,V50WE,,,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,
Belanich,Susan,3/2/2015,VETME,,,,,Ref: 1,Ref: 2,Ref: 1,,,,
