Last Name,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Tesche,Askhat,12/8/2017,V50MF,Ref: 1,,,,,Ref: 3,Ref: 1,,Ref: 1,,
Tesche,Askhat,12/8/2017,V50WF,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1 Video: 1,Assist: 1,,Assist: 1
Tesche,Askhat,12/9/2017,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Tesche,Askhat,12/9/2017,VETMF,Ref: 1,,,,Ref: 5,Ref: 1,Ref: 2,Ref: 1,,,
Tesche,Askhat,12/10/2017,V40ME,Ref: 1,,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,
Tesche,Askhat,12/10/2017,DV1WE,Ref: 1,,,,,,,,,,
Tesche,Askhat,12/11/2017,DV1MF,Ref: 1,,,Ref: 2,,,,,,,
Tesche,Askhat,12/11/2017,VETME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,Ref: 1
Tesche,Askhat,2/16/2018,JTMME,,,,,,Ref: 1,,,,,
Tesche,Askhat,2/18/2018,U17MF,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,,
Tesche,Askhat,2/17/2018,U17WF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,,,,,
Tesche,Askhat,2/17/2018,U20ME,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Tesche,Askhat,2/16/2018,U20MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,,
Tesche,Askhat,2/19/2018,U20WF,Ref: 2,,Ref: 3,Ref: 2,,,,,,,
Tesche,Askhat,3/9/2018,DV3MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Tesche,Askhat,3/9/2018,Y10ME,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Tesche,Askhat,3/10/2018,Y12MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,,Ref: 1
Tesche,Askhat,3/12/2018,Y14MF,Ref: 2,,Ref: 6,Ref: 4,Ref: 1,,,,,,
Tesche,Askhat,3/11/2018,Y14WF,Ref: 1,,Ref: 5,Ref: 4,Ref: 3,Ref: 1,,Ref: 1,,,
Tesche,Askhat,6/29/2018,U19MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,,,Assist: 1
Tesche,Askhat,6/30/2018,U19ME,Ref: 2,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Assist: 1,,,
Tesche,Askhat,7/2/2018,U16ME,Ref: 1,,Ref: 1,Ref: 3,,,Assist: 1,,,,
Tesche,Askhat,7/2/2018,D1AMF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,Assist: 1
Tesche,Askhat,7/5/2018,Y14MF,Ref: 1,Ref: 1,Ref: 4,Ref: 1,,,,Ref: 1,,,
Tesche,Askhat,7/7/2018,Y10WF,Ref: 1,,,Ref: 1,Ref: 3,Ref: 1,Ref: 2,,,,
Tesche,Askhat,7/7/2018,Y12MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 2,Ref: 1,,,,,
THLIVERIS,Thomas,11/10/2017,U20ME,Ref: 1,,Ref: 1,,,,,,,,
THLIVERIS,Thomas,11/10/2017,U20WE,Ref: 1,,,,,,,,,,
THLIVERIS,Thomas,11/11/2017,U17MF,Ref: 1,,,,,,,,,,
THLIVERIS,Thomas,11/11/2017,U20WF,Ref: 1,,,Ref: 1,,,,,,,
THLIVERIS,Thomas,11/12/2017,U17WF,Ref: 1,,Ref: 1,Video: 1,,,Ref: 1,Assist: 1,,,
THLIVERIS,Thomas,11/13/2017,U20MF,Ref: 1,,Ref: 3,Ref: 3,,,,,,,
THLIVERIS,Thomas,1/5/2018,DV1ME,Ref: 1,,Ref: 1,Ref: 2,,,,,,,
THLIVERIS,Thomas,1/7/2018,DV1MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,,,,
THLIVERIS,Thomas,1/5/2018,DV1WF,Ref: 1,,,,,,,,,,
THLIVERIS,Thomas,1/8/2018,U20MF,Ref: 2,,,,,,Assist: 1,,Assist: 1,,Assist: 1
Thornton,Ron,6/28/2018,U19MS,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,,
Thornton,Ron,7/3/2018,U16MF,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,,,,
Thornton,Ron,7/3/2018,V60MF,Ref: 1,,,,,,,,,,
Thornton,Ron,7/6/2018,DV3MF,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Thornton,Ron,7/6/2018,Y12WF,Ref: 1,,,,,Ref: 1,,Video: 1,,,
Thornton,Ron,11/10/2017,U20ME,Ref: 1,,Ref: 2,Ref: 2,,Ref: 1,Video: 1,,,,
Thornton,Ron,11/10/2017,U20WE,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1,,,,,
Thornton,Ron,11/11/2017,U17MF,Ref: 1,,Ref: 3,Ref: 1,,Ref: 1,,,,,
Thornton,Ron,11/11/2017,U20WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,
Thornton,Ron,11/12/2017,U17MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,,Assist: 1,Assist: 1,,,
Thornton,Ron,11/12/2017,Y14WS,Ref: 1,,,Ref: 2,Ref: 1,,,Assist: 1,,,
Thornton,Ron,11/13/2017,U20MS,Ref: 1,,,,,,,,,,
Thornton,Ron,11/13/2017,Y14WF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Thornton,Ron,1/6/2018,D1AME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Thornton,Ron,1/5/2018,DV1ME,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Thornton,Ron,1/7/2018,DV1MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,
Thornton,Ron,1/7/2018,STMWF,,,,,,,,Ref: 1,,,
Thornton,Ron,1/8/2018,U20ME,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Thornton,Ron,1/7/2018,U20MS,Ref: 1,,,,,,,,,,
Thornton,Ron,1/5/2018,U20WE,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Ref: 1,Ref: 1,,Video: 1
Thornton,Ron,1/6/2018,U20WF,Ref: 1,,,,,,,,,,
Thornton,Ron,2/17/2018,JTMMF,,,,,,Ref: 1,,,,,
Thornton,Ron,2/16/2018,JTMWF,,,,,,,Ref: 1,Ref: 1,,Ref: 1,
Thornton,Ron,2/18/2018,U17MF,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Thornton,Ron,2/17/2018,U20ME,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,Video: 1
Thornton,Ron,2/16/2018,U20MF,Ref: 1,,Ref: 3,Ref: 2,,Ref: 1,,,,,
Thornton,Ron,2/18/2018,U20WE,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,Video: 1,,,Ref: 1
Thornton,Ron,2/19/2018,U20WF,Ref: 2,,Ref: 3,Ref: 4,Ref: 1,Ref: 1,,Assist: 1,,,
Thornton,Ron,6/29/2018,U19MF,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Thornton,Ron,6/29/2018,STMWF,,,,,,,,,,,
Thornton,Ron,7/2/2018,U16ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,Assist: 1,,
Thornton,Ron,7/2/2018,D1AMF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,,,,
Thornton,Ron,7/5/2018,DV3WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Thornton,Ron,7/5/2018,Y14MF,Ref: 2,,,Ref: 1,,,,,,,
Thornton,Ron,7/7/2018,Y10WF,Ref: 1,,,,,,,Ref: 1,Assist: 1,,
Thornton,Ron,7/7/2018,Y12MF,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,,
TOLASOVA,Diana,6/28/2018,DV1WF,Ref: 1,,,,,,,,,,
TOLASOVA,Diana,7/3/2018,U16MF,Ref: 1,,,,Ref: 1,,Video: 1,Ref: 1,Video: 1,,
TOLASOVA,Diana,7/3/2018,V50MF,Ref: 1,,,,,,,Ref: 1,,,
TOLASOVA,Diana,7/6/2018,Y12WF,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,,,,,,
Tolasova,Diana,6/29/2018,U19MF,Ref: 1,,,,,,Video: 1,,,,
Tolasova,Diana,6/29/2018,STMWF,,,,,,,,,,,
Tolasova,Diana,6/30/2018,U19WF,Ref: 1,,,,,,,,,,
Tolasova,Diana,6/30/2018,STMMF,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,
Tolasova,Diana,7/1/2018,D1AME,Ref: 1,,,Ref: 1,,,,,,,
Tolasova,Diana,7/1/2018,D1AWF,Ref: 1,,,,,,,,,,
Tolasova,Diana,7/2/2018,U16WF,Ref: 1,,,,,,,,,,
Tolasova,Diana,7/2/2018,V40WF,Ref: 1,,,,,,Ref: 1,Ref: 1  Video: 1,Ref: 1,,Video: 1
Tolasova,Diana,7/4/2018,DV2MF,Ref: 1,,,,,,,,,,
Tolasova,Diana,7/4/2018,Y14WF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,
Tolasova,Diana,7/5/2018,DV3WF,Ref: 1,,,,,,,,,,
Tolasova,Diana,7/5/2018,Y14MF,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,,,,,,
Tolasova,Diana,7/7/2018,Y10WF,Ref: 1,,,Ref: 1,Ref: 2,,,Assist: 1,Video: 1,,Ref: 1
TOLBA,Abdel,10/15/2017,DV1MS,Ref: 1,,Ref: 1,Ref: 5,Ref: 3,Ref: 2,Ref: 1 Assist: 1,,,,
TOLBA,Abdel,10/13/2017,DV1WS,Ref: 2,,Ref: 6,,Ref: 2,Ref: 1,Video: 2,,,,
TOLBA,Abdel,10/13/2017,DV2MS,Ref: 1,,,,,,,,,,
TOLBA,Abdel,10/15/2017,DV2WS,,,,Ref: 1,Ref: 2,,,,,,
TOLBA,Abdel,10/16/2017,U16MS,Ref: 2,,,Ref: 3,Ref: 3,,,,,,
TOLBA,Abdel,10/14/2017,U16WS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
TOLBA,AbdelrahMan,7/3/2018,U16MF,Ref: 1,,Ref: 1,Ref: 2,,,,,,,
TOLBA,AbdelrahMan,7/3/2018,DV2WF,Ref: 2,,,,,,,,,,
TOLBA,Hussein,6/28/2018,U19MS,Ref: 1,,Ref: 3,Ref: 2,Ref: 2,,Video: 1,Video: 1,,,
TOLBA,Hussein,7/3/2018,U16WS,Ref: 2,,,,,,Video: 1,Ref: 1,Video: 1,,
TOLBA,SalMa,7/3/2018,DV2ME,Ref: 1,,,,,,,,,,
TOLBA,SalMa,7/3/2018,Y14WE,Ref: 1,,Ref: 2,Ref: 1,,,,,,,
Tolba,Abdel,3/12/2018,14TMWF,,,,,,Ref: 2,,,,,
Tolba,Abdel,3/12/2018,Y10WF,Ref: 1,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,
Tolba,Abdel,3/10/2018,Y12MF,Ref: 1,,Ref: 5,Ref: 6,,,,,,,
Tolba,Abdel,3/10/2018,Y12WF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Tolba,Abdel,3/11/2018,Y14WF,Ref: 2,,Ref: 5,Ref: 1,Ref: 1,,,,,,
Tolba,AbdelrahMan,7/4/2018,DV2MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,
Tolba,AbdelrahMan,7/4/2018,Y14WF,Ref: 1,,Ref: 2,,,,,,,,
Tolba,AbdelrahMan,7/7/2018,Y10WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 2,Ref: 1,,,,
Tolba,AbdelrahMan,7/7/2018,Y12MF,Ref: 1,,Ref: 2,,,,,,,,
Tolba,Hussein,3/12/2018,14TMMS,,,,,,,Ref: 2,Ref: 1,,,Ref: 1
Tolba,Hussein,3/10/2018,14TMWS,,,,,,Ref: 1,,,,,
Tolba,Hussein,3/9/2018,DV3MS,Ref: 1,,,Ref: 2,,Ref: 1,Ref: 1,,,,
Tolba,Hussein,3/12/2018,Y10MS,Ref: 1,,,,,,,,,,
Tolba,Hussein,3/11/2018,Y12MS,Ref: 2,,Ref: 3,Ref: 3,,,,,,,
Tolba,Hussein,3/11/2018,Y12WS,Ref: 2,,,Ref: 1,Ref: 3,Ref: 2,,Video: 1,,,
Tolba,Hussein,3/10/2018,Y14MS,Ref: 1,,Ref: 2,Ref: 3,Ref: 3,Ref: 2,Ref: 1,Assist: 1,,,
Tolba,Hussein,3/9/2018,Y14WS,Ref: 2,,Ref: 1,Ref: 5,Ref: 1,,,,,,
Tolba,Hussein,6/29/2018,U19MF,Ref: 1,,Ref: 2,,Ref: 1,,Assist: 1,Ref: 1,,,
Tolba,Hussein,6/30/2018,DV1MS,Ref: 1,,,Ref: 1,Ref: 2,,Video: 1,Video: 1,,,
Tolba,Hussein,6/30/2018,V60MS,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1,,,
Tolba,Hussein,6/30/2018,V70MS,,,,,,,,Video: 1,Ref: 1,,Video: 1
Tolba,Hussein,7/1/2018,U16MS,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,,,,,
Tolba,Hussein,7/1/2018,DV1WS,Ref: 1,,,,Ref: 2,Ref: 1,Video: 1,,,,
Tolba,Hussein,7/1/2018,STMMS,,,,,,,Ref: 1,Ref: 1,,,
Tolba,Hussein,7/2/2018,U16WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Tolba,Hussein,7/2/2018,D1AWS,Ref: 1,,,,,,,Video: 1,,,
Tolba,Hussein,7/4/2018,DV2WS,Ref: 2,,,Ref: 2,Ref: 1,,,Ref: 1,,,
Tolba,Hussein,7/4/2018,Y14WF,Ref: 1,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Ref: 2,,,,
Tolba,Hussein,7/5/2018,DV3WF,Ref: 1,,,Ref: 2,,,,,,,
Tolba,Hussein,7/5/2018,Y14WS,Ref: 1,,Ref: 2,Ref: 5,Ref: 2,Ref: 1,,,,,
Tolba,Hussein,7/7/2018,Y12WS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,
Tolba,SalMa,3/12/2018,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Tolba,SalMa,3/10/2018,DV3WE,Ref: 1,,,Ref: 2,,,,,,,
Tolba,SalMa,3/12/2018,Y10WE,Ref: 1,,,,,,,,,,
Tolba,SalMa,3/10/2018,Y12ME,Ref: 1,,,,,,,,,,
Tolba,SalMa,3/11/2018,Y12WE,Ref: 2,,,,,,,,,,
Tolba,SalMa,3/11/2018,Y14ME,Ref: 1,,,,,,,,,,
Tolba,SalMa,7/4/2018,Y14ME,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Tolba,SalMa,7/7/2018,Y10ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Tolbert,Zoe,6/28/2018,U19WE,Ref: 1,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,
Tolbert,Zoe,7/3/2018,U16MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,Assist: 2,Assist: 1,,,
Tolbert,Zoe,7/3/2018,V50MF,Ref: 1,,,,,,,,,,
Tolbert,Zoe,7/6/2018,DV3MF,Ref: 1,,,,,,,,,,
Tolbert,Zoe,7/6/2018,Y10MF,Ref: 1,,Ref: 1,Ref: 3,Ref: 2,,,Ref: 1,Assist: 1,,Assist: 1
Tolbert,Zoe,10/16/2017,DV1MF,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,,Assist: 2,,,,
Tolbert,Zoe,10/15/2017,DV2MF,Ref: 1,,Ref: 2,Ref: 1 Video: 1,Ref: 2,Ref: 1,,,,,
Tolbert,Zoe,10/14/2017,U16MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,Assist: 1,,,
Tolbert,Zoe,10/14/2017,U16WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Tolbert,Zoe,12/8/2017,V60MF,Ref: 1,,,,,Ref: 3,,Ref: 1,,,
Tolbert,Zoe,12/8/2017,V60WF,,,,,,,Ref: 1,,,,
Tolbert,Zoe,12/10/2017,DV2MF,Ref: 1,,,,Ref: 2,Ref: 1,,Ref: 1,,,Ref: 1
Tolbert,Zoe,12/10/2017,DV2WF,,,,,Ref: 1,,,,,,
Tolbert,Zoe,12/11/2017,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Tolbert,Zoe,12/11/2017,VETME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Tolbert,Zoe,2/18/2018,U17MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,,
Tolbert,Zoe,2/17/2018,U17WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1 Video: 1,Ref: 1,,,
Tolbert,Zoe,2/17/2018,U20ME,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,,,,,,
Tolbert,Zoe,2/16/2018,U20MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,,
Tolbert,Zoe,2/18/2018,U20WE,Ref: 1,,Ref: 2,Ref: 1,,,,,,,
Tolbert,Zoe,6/29/2018,U19MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 3,,,,,,
Tolbert,Zoe,6/29/2018,STMWF,,,,,,,,,,,
Tolbert,Zoe,7/2/2018,U16ME,Ref: 1,,,,,,,,,,
Tolbert,Zoe,7/2/2018,D1AMF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Tolbert,Zoe,7/4/2018,DV2MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,,
Tolbert,Zoe,7/4/2018,Y14WF,Ref: 1,,Ref: 3,,,,,,,,
Tolbert,Zoe,7/5/2018,Y14MF,Ref: 2,Ref: 2,Ref: 5,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,,Ref: 1
Tolbert,Zoe,7/7/2018,Y10WF,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Tolbert,Zoe,7/7/2018,Y12MF,Ref: 2,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Torchia,Dan,10/13/2017,DV1ME,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Torchia,Dan,10/16/2017,DV1MF,Ref: 1,,Ref: 1,Ref: 3,,,,,,,
Torchia,Dan,10/13/2017,DV1WF,Ref: 1,,,,,,,,,,
Torchia,Dan,10/16/2017,DV2ME,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Torchia,Dan,10/15/2017,DV2MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,Ref: 1,,,,
Torchia,Dan,10/14/2017,U16MF,Ref: 1,,Ref: 2,Ref: 3,Ref: 2,,Ref: 1,Video: 1,,,
Torchia,Dan,10/14/2017,U16WE,Ref: 1,,,,Ref: 1,,Ref: 1 Video: 2,,,,
Torchia,Dan,10/15/2017,U16WF,Ref: 1,,Ref: 1,Ref: 3,Ref: 2,Ref: 1,Video: 1,Assist: 1,,,
Tounkara,Sekou,6/30/2018,U19ME,Ref: 1,,,,,,,,,,
Tounkara,Sekou,6/30/2018,U19WF,Ref: 1,,,,,,,,,,
Tranquilli,Chiara,4/22/2018,DV2ME,Ref: 2,,,,,,,,,,
Tranquilli,Chiara,4/22/2018,DV2MF,,,,,Ref: 2,,,,,,
Tranquilli,Chiara,4/22/2018,V40WF,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Tranquilli,Chiara,4/23/2018,V60MF,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Tranquilli,Chiara,4/21/2018,VETMF,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Tranquilli,Chiara,4/23/2018,VETWF,,,,,,Ref: 1,,Ref: 1,,,
Tucker,Matthew,6/28/2018,U19MS,Ref: 2,,Ref: 3,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Assist: 1
Tucker,Matthew,6/28/2018,U19WE,Ref: 1,,,,,,,,,,
Tucker,Matthew,7/3/2018,U16WS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,Assist: 1
Tucker,Matthew,7/3/2018,DV2WF,,,,Ref: 3,Ref: 2,Ref: 2,,,Ref: 1,,
Tucker,Matthew,7/3/2018,V60WS,,,,,,,,Video: 1,Video: 1,,Video: 1
Tucker,Matthew,7/3/2018,V70WS,,,,,,,,Video: 1,,,
Tucker,Matthew,10/15/2017,DV1MS,Ref: 2,,Ref: 2,Ref: 6,Ref: 2,Ref: 2,Ref: 1 Assist: 1,Assist: 1,,,
Tucker,Matthew,10/13/2017,DV2MS,Ref: 1,,,Ref: 3,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,,Ref: 1
Tucker,Matthew,10/13/2017,DV2WE,,,,,Ref: 2,Ref: 2,,,,,
Tucker,Matthew,10/15/2017,DV2WS,,,,,Ref: 2,Ref: 2,Ref: 1,,Assist: 2,,Ref: 1
Tucker,Matthew,10/16/2017,U16MS,Ref: 2,,,Ref: 4,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,Assist: 1
Tucker,Matthew,10/14/2017,U16WE,Ref: 1,,,,,,,,,,
Tucker,Matthew,10/14/2017,U16WS,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Assist: 1,,,
Tucker,Matthew,11/11/2017,U17WS,Ref: 2,,,Ref: 6,Ref: 2,,Ref: 1,Ref: 1,,,Assist: 1
Tucker,Matthew,11/11/2017,Y14MS,Ref: 2,,,Ref: 4,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,,Assist: 1
Tucker,Matthew,11/12/2017,U17MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Tucker,Matthew,11/12/2017,U17WF,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Tucker,Matthew,12/8/2017,DV1WS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1 Video: 1,Ref: 1,Ref: 1,,
Tucker,Matthew,12/8/2017,DV1ME,Ref: 1,,,,,,,,,,
Tucker,Matthew,12/9/2017,DV2WS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Tucker,Matthew,12/9/2017,V50MS,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1 Video: 1,,,Video: 1
Tucker,Matthew,12/10/2017,DV1MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Video: 2,Ref: 1,Video: 1,,
Tucker,Matthew,12/10/2017,V60WS,Ref: 1,,,,,,Ref: 2,Ref: 1 Video: 1,Ref: 1,,Video: 1
Tucker,Matthew,12/11/2017,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Tucker,Matthew,1/6/2018,DV1MS,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,Assist: 1
Tucker,Matthew,1/7/2018,DV1WS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,Assist: 1
Tucker,Matthew,1/5/2018,STMMS,,,,,,,,Ref: 2,,,Ref: 1
Tucker,Matthew,1/8/2018,STMWS,,,,,,,,Ref: 1,,,
Tucker,Matthew,1/8/2018,U20MF,Ref: 2,,Ref: 3,Ref: 3,Ref: 1,Ref: 1,Assist: 1,,,,
Tucker,Matthew,1/7/2018,U20MS,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,,,Ref: 1
Tucker,Matthew,1/6/2018,U20WS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Tucker,Matthew,2/17/2018,JTMWS,,,,,,Ref: 1,Ref: 1,,,,Ref: 1
Tucker,Matthew,2/17/2018,U17MS,Ref: 2,,Ref: 4,Ref: 4,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Ref: 1,Ref: 1,,
Tucker,Matthew,2/18/2018,U17WS,Ref: 2,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Assist: 1
Tucker,Matthew,2/16/2018,U20MF,Ref: 1,,Ref: 4,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Tucker,Matthew,2/19/2018,U20MS,Ref: 2,,Ref: 4,Ref: 4,Ref: 1,Ref: 2,Video: 1,,Ref: 1,,
Tucker,Matthew,2/16/2018,U20WS,Ref: 2,,Ref: 2,Ref: 5,Ref: 1,Ref: 1,Video: 1,Assist: 1,,,
Tucker,Matthew,4/21/2018,DV1MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Assist: 1,Assist: 1,,
Tucker,Matthew,4/22/2018,DV1WS,Ref: 1,,,,Ref: 2,,Ref: 1 Assist: 1,Assist: 1,,,
Tucker,Matthew,4/20/2018,DV2MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,Ref: 1
Tucker,Matthew,4/23/2018,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,,,,Assist: 1
Tucker,Matthew,4/21/2018,DV3MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,
Tucker,Matthew,4/22/2018,V50MS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Assist: 1,,Assist: 1
Tucker,Matthew,4/20/2018,V50WS,Ref: 1,,,,,Ref: 2,Ref: 2,Ref: 1 Video: 1,Video: 1,,Ref: 1
Tucker,Matthew,4/23/2018,VETMS,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,Ref: 1
Tucker,Matthew,6/29/2018,U19WS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Tucker,Matthew,6/30/2018,DV1MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 2,Assist: 1,Assist: 2,,
Tucker,Matthew,6/30/2018,STMWS,,,,,,,Ref: 1,,,,
Tucker,Matthew,6/30/2018,V60MS,,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,
Tucker,Matthew,7/1/2018,U16MS,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Assist: 1,Ref: 1,,
Tucker,Matthew,7/1/2018,DV1WS,Ref: 1,,,,Ref: 3,,Ref: 1,Video: 1,,,
Tucker,Matthew,7/2/2018,U16ME,Ref: 1,,Ref: 1,Ref: 3,,Ref: 1,,,,,
Tucker,Matthew,7/2/2018,Y14MS,Ref: 2,,Ref: 6,Ref: 3,Ref: 3,Ref: 1,,Ref: 1,,,Ref: 1
