,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Chaparro,Alejandra,8/28/2021,V60WE,,,,,,,,,Ref: 1,,
Chaparro,Alejandra,8/28/2021,V80ME,,,,,,,,,Ref: 1,,
Chaparro,Alejandra,8/28/2021,V80WE,Ref: 1,,,,,,,,Ref: 1,,Video: 1
Chaparro,Alejandra,8/28/2021,VETMF,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,Assist: 1
Chawla,Armaan,7/5/2021,U20WE,Ref: 1,,Ref: 1,,,,Assist: 1,,,,
Chawla,Armaan,7/6/2021,JTMWE,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Chawla,Armaan,7/7/2021,V50ME,,,,,Ref: 1,,,,,,
Chawla,Armaan,7/7/2021,V80ME,,,,,,,,Ref: 1,,,
Chawla,Armaan,7/7/2021,Y14ME,Ref: 1,,Ref: 1,Ref: 4,Ref: 1,Ref: 2,,,,,
Chawla,Armaan,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 2,,Ref: 1,Assist: 1,,
Chawla,Armaan,7/9/2021,Y12WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,Assist: 1
Chawla,Armaan,7/10/2021,D1AWE,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 1,,,,
Chawla,Armaan,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Chawla,Armaan,7/12/2021,DV3WE,,,,,Ref: 1,,,,,,
Chawla,Ishika,5/6/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,Assist: 1
Chawla,Ishika,5/6/2021,Y14WE,,,,,,Ref: 1,,Assist: 1,Ref: 1,,
Chawla,Ishika,5/7/2021,DV1ME,,,,Ref: 1,Ref: 1,,Assist: 1,,,,
Chawla,Ishika,5/7/2021,U17WE,Ref: 1,,,Ref: 2,,Ref: 1,Ref: 1 Video: 1,Assist: 1,Assist: 1,,
Chawla,Ishika,5/8/2021,DV1WE,,,,,Ref: 1,,Assist: 1,,,,
Chawla,Ishika,5/8/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1 Assist: 1,Ref: 1,Ref: 1,,Assist: 1
Chawla,Ishika,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Chawla,Ishika,5/9/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Chawla,Ishika,6/4/2021,U20ME,Ref: 1,,Ref: 1,Ref: 3,,Ref: 1,Assist: 1,Ref: 1,,,
Chawla,Ishika,6/5/2021,DV1ME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Chawla,Ishika,6/5/2021,U17WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,,
Chawla,Ishika,6/6/2021,DV1WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1  Assist: 1,,,,
Chawla,Ishika,6/6/2021,U17ME,Ref: 1,,,Ref: 3,Ref: 2,,,,,,
Chawla,Ishika,6/7/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,,
Chawla,Ishika,7/6/2021,U20ME,Ref: 1,,Ref: 4,Ref: 1,Ref: 1,,,,,,
Chawla,Ishika,7/6/2021,V60WE,Ref: 1,,,,,Ref: 4,Ref: 1,Ref: 1,,,Ref: 1
Chawla,Ishika,7/7/2021,V40ME,,,,,,,,Ref: 1  Assist: 1,Ref: 1,,
Chawla,Ishika,7/7/2021,V70ME,Ref: 1,,,,,,,,,,
Chawla,Ishika,7/7/2021,Y14ME,Ref: 1,,,,,,,,,,
Chawla,Ishika,7/8/2021,VTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Chawla,Ishika,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Chawla,Ishika,7/9/2021,Y12WE,Ref: 1,,,Ref: 1,Ref: 1,,,Assist: 1,Assist: 1,,Ref: 1
Chawla,Ishika,7/10/2021,D1AME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Chawla,Ishika,7/10/2021,Y10ME,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Chawla,Ishika,7/11/2021,DV2ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Chawla,Ishika,7/11/2021,DV2WE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Chawla,Ishika,7/12/2021,DV3ME,Ref: 1,,,,,,,Video: 1,,,
Chawla,Ishika,7/12/2021,DV3WE,Ref: 1,,,,Ref: 1,Ref: 1,,Ref: 1,,,
Chawla,Ishika,7/22/2021,U19ME,Ref: 1,,Ref: 2,Ref: 4,Ref: 3,,Assist: 1,,,,
Chawla,Ishika,7/23/2021,JTMME,,,,,Ref: 1,Ref: 1,,Ref: 1,,,Ref: 1
Chawla,Ishika,7/23/2021,U16WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Chawla,Ishika,7/24/2021,U16ME,Ref: 1,,,Ref: 4,Ref: 1,Ref: 1,Ref: 1  Video: 1,Assist: 1,,,
Chawla,Ishika,7/25/2021,U19WE,Ref: 1,,,,,,,,,,
Chawla,Ishika,8/27/2021,VETME,Ref: 1,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Chawla,Ishika,8/27/2021,VETWE,,,,,Ref: 1,Ref: 1,,Assist: 1,Ref: 1,,
Chawla,Ishika,8/28/2021,V60ME,,,,,,Ref: 2,,,,,
Chawla,Ishika,8/28/2021,V70ME,Ref: 1,,,,,,Ref: 3,Ref: 1  Video: 1,Video: 1,,Ref: 1
Checkeye,Daniel,7/6/2021,JTMWE,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Checkeye,Daniel,7/6/2021,U20ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,,,,,
Checkeye,Daniel,7/7/2021,V40ME,,,,,,Ref: 1,,Ref: 1  Assist: 1,Video: 1,,
Checkeye,Daniel,7/7/2021,V70ME,Ref: 1,,,,,,,,,,
Checkeye,Daniel,7/7/2021,Y14ME,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Checkeye,Daniel,7/9/2021,Y12WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,Video: 1,,
Checkeye,Daniel,7/10/2021,D1AWE,Ref: 1,,,,Ref: 2,Ref: 1,,Video: 1,,,
Checkeye,Daniel,7/10/2021,Y10WE,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Video: 1,,Assist: 1
Checkeye,Daniel,7/11/2021,DV2ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,Assist: 1
Checkeye,Daniel,7/11/2021,DV2WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Cheney,Christopher,4/16/2021,Y14MS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Video: 1,Ref: 1,,
Cheney,Christopher,4/16/2021,Y14WS,Ref: 1,,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,,,
Cheney,Christopher,4/17/2021,DV1MS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Cheney,Christopher,4/17/2021,Y12WS,Ref: 1,,,,Ref: 1,Ref: 3,Ref: 1,Video: 1,Video: 1,,
Cheney,Christopher,4/18/2021,DV1WS,Ref: 2,,,,Ref: 4,Ref: 2,Ref: 1  Video: 1,Ref: 1,,,
Cheney,Christopher,4/18/2021,Y12MS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Ref: 1,,
Cheney,Christopher,4/19/2021,Y10MS,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1,,,
Cheney,Christopher,4/19/2021,Y10WS,,,,,,,Ref: 1,Ref: 1,Video: 1,,Ref: 1
Cheney,Christopher,7/10/2021,D1AMS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Cho,Taylor,7/6/2021,U20MF,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,,,,,,
Cho,Taylor,7/7/2021,Y14MF,Ref: 1,,Ref: 1,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,,
Cho,Taylor,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,,,,
Cho,Taylor,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Cotton,Derek,4/16/2021,Y14MF,,,,Ref: 3,Ref: 2,,,Video: 1,Video: 1,,Video: 1
Cotton,Derek,4/16/2021,Y14WF,Ref: 1,,,,Ref: 1,Ref: 1,,Video: 1,Video: 1,,
Cotton,Derek,4/17/2021,DV1MF,Ref: 1,,,Ref: 1,,Ref: 1,Video: 2,Ref: 1,Video: 1,,
Cotton,Derek,4/18/2021,DV1WF,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Cotton,Derek,8/27/2021,V40MS,,,,,,,,,Ref: 1  Video: 1,,Video: 1
Cotton,Derek,8/27/2021,V50WS,,,,,,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Video: 1,Video: 1,Video: 1
Cotton,Derek,8/27/2021,V60WS,,,,,,,,Ref: 1  Video: 1,Video: 1,,Ref: 1
Cotton,Derek,8/27/2021,V70MS,,,,,,,,Video: 2,Video: 1,,Ref: 1
Cotton,Derek,8/27/2021,V70WS,,,,,,,,Ref: 1  Video: 1,Video: 1,,
Cotton,Derek,8/27/2021,V80MS,,,,,,,,,,,Video: 1
Cotton,Derek,8/28/2021,VETMS,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1  Video: 1,Video: 1,,
Cotton,Derek,8/28/2021,VETWS,Ref: 1,,,,,Ref: 3,Ref: 1,Ref: 1  Video: 1,Ref: 1,,
Curry,Allan,4/16/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,,,Ref: 1,Assist: 1,,
Curry,Allan,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Curry,Allan,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,,Assist: 1,,,,
Curry,Allan,4/17/2021,Y12WE,Ref: 1,,,,Ref: 1,,,Assist: 1,Ref: 1,,Video: 1
Curry,Allan,4/18/2021,DV1WE,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Video: 1,,
Curry,Allan,4/18/2021,Y12ME,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Curry,Allan,4/19/2021,Y10WE,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1  Assist: 1,Ref: 1,,
Curry,Allan,5/6/2021,Y14ME,Ref: 1,,,,,Ref: 1,Ref: 1,,,,
Curry,Allan,5/6/2021,Y14WE,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Assist: 1,,
Curry,Allan,5/7/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,,Video: 1,,,
Curry,Allan,5/7/2021,U17WE,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Curry,Allan,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Curry,Allan,5/8/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 1,,Video: 1 Assist: 1,Ref: 1,Ref: 1,,
Curry,Allan,5/9/2021,U20ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1 Video: 1,Assist: 1,,,
Curry,Allan,5/9/2021,U20WE,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Video: 1,Assist: 1,,
Curry,Allan,6/4/2021,U20ME,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Assist: 1,Video: 1,,,Assist: 1
Curry,Allan,6/5/2021,DV1ME,,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Curry,Allan,6/5/2021,U17WE,Ref: 1,,,Ref: 1,,,Video: 1,Assist: 1,Video: 1,,Assist: 1
Curry,Allan,6/6/2021,DV1WE,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Curry,Allan,6/6/2021,U17ME,Ref: 1,,,,,Ref: 1,,,,,
Curry,Allan,6/7/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Curry,Allan,7/3/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,Video: 1  Assist: 1,Ref: 1,Video: 1,,
Curry,Allan,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,,
Curry,Allan,7/4/2021,U17WE,,,,,,Ref: 1,Video: 1  Assist: 1,Video: 1,,,Video: 1
Curry,Allan,7/5/2021,STMME,,,,,,Ref: 1,Ref: 1,,,,
Curry,Allan,7/5/2021,U20WE,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Curry,Allan,7/6/2021,U20ME,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,Video: 1,,
Curry,Allan,7/7/2021,V50ME,,,,,,,,,Assist: 1,,Ref: 1
Curry,Allan,7/7/2021,V60ME,,,,,,,,Ref: 1,Video: 1,,Video: 1
Curry,Allan,7/7/2021,Y14ME,Ref: 1,,,,,,,Video: 1,,,Video: 1
Curry,Allan,7/8/2021,JTMME,,,,,,Ref: 1,Ref: 2,,,,
Curry,Allan,7/9/2021,Y12ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Curry,Allan,7/9/2021,Y12WE,Ref: 1,,,,Ref: 1,,,,,,
Curry,Allan,7/10/2021,D1AME,Ref: 1,,,,,Ref: 1,,Video: 1  Assist: 1,Ref: 1,,Video: 1
Curry,Allan,7/10/2021,Y10ME,,,,,,,,Assist: 1,Video: 1,,
Curry,Allan,7/11/2021,DV2ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,,
Curry,Allan,7/11/2021,DV2WE,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Curry,Allan,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Curry,Allan,7/12/2021,DV3WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,,
Curry,Allan,7/22/2021,U19ME,Ref: 1,,Ref: 2,Ref: 3,,Ref: 1,Video: 1,Video: 1,Assist: 1,,
Curry,Allan,7/23/2021,U16WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Curry,Allan,7/24/2021,JTMWE,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Curry,Allan,7/24/2021,U16ME,Ref: 1,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Curry,Allan,7/25/2021,U19WE,Ref: 1,,,Ref: 3,Ref: 2,,Video: 1,Video: 1,,,
Curry,Allan,8/27/2021,VETME,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Curry,Allan,8/27/2021,VETWE,Ref: 1,,,,,Ref: 2,,Ref: 1,,,
Curry,Allan,8/28/2021,V50ME,Ref: 1,,,,,Ref: 2,Ref: 1,Assist: 1,,,
Curry,Allan,8/28/2021,V50WE,Ref: 1,,,,,,,,,,
Curry,Olivia,5/6/2021,Y14MS,Ref: 2,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Curry,Olivia,5/6/2021,Y14WS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Curry,Olivia,5/7/2021,DV1MS,Ref: 1,,,Ref: 1,,,Assist: 2,Assist: 1,,,
Curry,Olivia,5/7/2021,U17WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Ref: 1,,,Ref: 1
Curry,Olivia,5/8/2021,DV1WS,Ref: 2,,,Ref: 2,,Ref: 1,,,,,
Curry,Olivia,5/8/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Curry,Olivia,5/9/2021,U20MS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Curry,Olivia,5/9/2021,U20WS,Ref: 2,,,Ref: 2,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,
Curry,Olivia,7/3/2021,DV1WS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,
Curry,Olivia,7/3/2021,U17ME,,,Ref: 2,,,,,,,,
Curry,Olivia,7/3/2021,U17MS,Ref: 2,,Ref: 4,Ref: 2,Ref: 2,Ref: 1,,,,,
Curry,Olivia,7/4/2021,DV1MS,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Curry,Olivia,7/4/2021,U17WS,Ref: 2,,Ref: 2,Ref: 7,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Assist: 1,,
Curry,Olivia,7/5/2021,U20WS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Curry,Olivia,7/5/2021,V60WS,Ref: 1,,,,,,Ref: 1,Video: 2,Ref: 1,,
Curry,Olivia,7/5/2021,V70WS,,,,,,,,Video: 1  Assist: 1,Assist: 1,,
Curry,Olivia,7/6/2021,U20MS,Ref: 2,,Ref: 4,Ref: 4,,Ref: 1,Assist: 1,,Assist: 1,,
Curry,Olivia,7/6/2021,V50MS,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,Ref: 1
Curry,Olivia,7/7/2021,Y14MS,Ref: 1,,,Ref: 2,,,Ref: 1,Assist: 1,Video: 1,,
Curry,Olivia,7/9/2021,Y12MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,Assist: 1,,
Curry,Olivia,7/10/2021,D1AMS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,
Curry,Olivia,7/10/2021,Y10MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,Assist: 1
Curry,Olivia,7/11/2021,DV2MS,Ref: 1,,,,,,,,Assist: 1,,Video: 1
Curry,Olivia,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Curry,Olivia,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Ref: 1
Curry,Olivia,7/12/2021,DV3WS,,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Assist: 1
Curry,Olivia,8/27/2021,V40MS,,,,,,,,,Ref: 1  Assist: 1,,Ref: 1
Curry,Olivia,8/27/2021,V50MS,,,,,,Ref: 1,Ref: 2,Ref: 1  Video: 1,Ref: 1,,Assist: 1
Curry,Olivia,8/27/2021,V50WS,Ref: 1,,,,,,,,,,
Curry,Olivia,8/27/2021,V60MS,,,,,,Ref: 2,Ref: 2,Ref: 1  Video: 1,Video: 1,,Assist: 1
Curry,Olivia,8/27/2021,V70WS,Ref: 1,,,,,,,Ref: 1  Video: 1,Ref: 1,,Ref: 1
Curry,Olivia,8/28/2021,VETMS,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,Assist: 1
Curry,Olivia,8/28/2021,VETWS,Ref: 1,,,,,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Assist: 1,,Ref: 1
Curtis,Leo,4/16/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,,
Curtis,Leo,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,,
Curtis,Leo,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Curtis,Leo,4/17/2021,Y12WE,Ref: 1,,,,,Ref: 1,,Video: 1,,,
Curtis,Leo,4/18/2021,DV1WE,,,,,Ref: 1,,Assist: 1,Ref: 1,,,
Curtis,Leo,4/18/2021,Y12ME,Ref: 1,,,,Ref: 2,,Ref: 1,Assist: 1,,,
Curtis,Leo,5/6/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,,
Curtis,Leo,5/6/2021,Y14WE,Ref: 1,,,,Ref: 3,Ref: 1,,Ref: 1,Assist: 1,,
Curtis,Leo,5/7/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,,Video: 1,Assist: 1,,
Curtis,Leo,5/7/2021,U17WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Curtis,Leo,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,Assist: 1,Assist: 1,,
Curtis,Leo,5/8/2021,U17ME,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1 Video: 1,Assist: 1,,,
Curtis,Leo,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Curtis,Leo,5/9/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,,
Curtis,Leo,7/3/2021,DV1WE,Ref: 1,,,,,,,,,,
Curtis,Leo,7/3/2021,U17ME,Ref: 1,,,,,,Video: 1,Video: 1,,,Video: 1
Curtis,Leo,7/4/2021,DV1ME,,,,,Ref: 1,,,,,,
Curtis,Leo,7/4/2021,U17WE,Ref: 2,,,,,,Video: 1,Video: 1,Ref: 1,,
Curtis,Leo,7/5/2021,STMME,,,,,,Ref: 1,Ref: 1,,,,
Curtis,Leo,7/5/2021,U20WE,Ref: 1,,,,,,Video: 1,,Ref: 1,,
Curtis,Leo,7/6/2021,U20ME,Ref: 1,,,,,,Video: 1,Ref: 1,,,
Curtis,Leo,7/7/2021,V50ME,Ref: 1,,,,Ref: 3,Ref: 3,Ref: 1,Video: 1,Video: 1,,
Curtis,Leo,7/7/2021,V60ME,,,,,,,,Video: 1,,,
Curtis,Leo,7/7/2021,Y14ME,Ref: 1,,,Ref: 1,,,,,,,
Curtis,Leo,7/8/2021,VTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Curtis,Leo,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Curtis,Leo,7/9/2021,Y12ME,Ref: 1,,,,,,,,,,
Curtis,Leo,7/9/2021,Y12WE,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Curtis,Leo,7/10/2021,D1AME,Ref: 1,,,,,,,,,,
Curtis,Leo,7/10/2021,Y10ME,Ref: 1,,,Ref: 1,Ref: 4,Ref: 1,Ref: 1,,,,
Curtis,Leo,7/11/2021,DV2ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,
Curtis,Leo,7/11/2021,DV2WE,Ref: 1,,,Ref: 2,,Ref: 2,,,,,
Curtis,Leo,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,,,,
Curtis,Leo,7/12/2021,DV3WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Curtis,Leo,7/22/2021,U19ME,Ref: 1,,Ref: 2,Ref: 4,Ref: 3,Ref: 1,Ref: 1,,,,
Curtis,Leo,7/23/2021,U16WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1  Video: 1,Video: 1,,,
Curtis,Leo,7/24/2021,CHRWF,,,,,,,,,,,Assist: 1
Curtis,Leo,7/24/2021,JTMWE,,,,,,,Ref: 1,,,,
Curtis,Leo,7/24/2021,U16ME,Ref: 1,,,,,,,,,,
Curtis,Leo,7/25/2021,U19WE,Ref: 1,,,Ref: 3,Ref: 3,Ref: 1,Video: 1,,,,
Curtis,Tyler,7/3/2021,U17ME,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Curtis,Tyler,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Curtis,Tyler,7/4/2021,U17WE,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Curtis,Tyler,7/5/2021,U20WE,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,
Curtis,Tyler,7/6/2021,U20ME,Ref: 1,,Ref: 2,Ref: 1,,,,,,,
Curtis,Tyler,7/6/2021,V50WE,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,,
Curtis,Tyler,7/7/2021,V60ME,,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,Assist: 1
Curtis,Tyler,7/7/2021,Y14ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,,
Curtis,Tyler,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,
Curtis,Tyler,7/10/2021,D1AWE,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Curtis,Tyler,7/10/2021,Y10ME,,,,,,,,Assist: 1,,,Ref: 1
Curtis,Tyler,7/10/2021,Y10WE,Ref: 1,,,,Ref: 3,Ref: 1,,Video: 1,,,
Curtis,Tyler,7/11/2021,DV2WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Curtis,Tyler,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Curtis,Tyler,7/12/2021,DV3WE,Ref: 1,,,,,,,,,,
Curtis,Tyler,7/22/2021,U19ME,Ref: 1,,Ref: 3,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Curtis,Tyler,7/23/2021,JTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Curtis,Tyler,7/23/2021,U16WE,Ref: 1,,,,Ref: 3,,,,,,
Curtis,Tyler,7/24/2021,JTMWE,,,,,,,Ref: 1,,,,
Curtis,Tyler,7/24/2021,U16ME,Ref: 1,,,Ref: 3,Ref: 2,,,,,,
Curtis,Tyler,7/25/2021,U19WE,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,
Curtis,William,4/16/2021,Y14MF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Curtis,William,4/16/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,
Curtis,William,4/17/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Curtis,William,4/17/2021,Y12WF,,,,,Ref: 1,Ref: 1,,Video: 1,,,
Curtis,William,4/18/2021,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 1,,,,
Curtis,William,4/18/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,Ref: 1,,Video: 1
Curtis,William,4/19/2021,Y10MF,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Curtis,William,4/19/2021,Y10WF,,,,,,,,Video: 1,,,
