,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Li,Wei,7/5/2021,V50MF,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,
Lilov,Vladimir,6/4/2021,U20MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,,
Lilov,Vladimir,6/5/2021,DV1MS,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Lilov,Vladimir,6/5/2021,U17WS,Ref: 3,,,,,,,,,,
Lilov,Vladimir,6/6/2021,DV1WS,,,,,Ref: 2,Ref: 1,Video: 1,,,,
Lilov,Vladimir,6/6/2021,U17MS,,,,Ref: 5,Ref: 3,,Ref: 1  Video: 1,Video: 1,,,
Lilov,Vladimir,6/7/2021,U20WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Lilov,Vladimir,7/3/2021,DV1WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Lilov,Vladimir,7/3/2021,U17MS,Ref: 2,,Ref: 2,,,,,,,,
Lilov,Vladimir,7/4/2021,DV1MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Lilov,Vladimir,7/4/2021,U17WS,Ref: 1,,,,,,,,,,
Lilov,Vladimir,7/5/2021,STMMS,,,,,,,Ref: 1,Ref: 1,,,
Lilov,Vladimir,7/5/2021,U20WS,Ref: 2,,,,,,,,,,
Lilov,Vladimir,7/6/2021,U20MS,Ref: 1,,,,,,,,,,
Lilov,Vladimir,7/6/2021,V40MS,Ref: 1,,,,,,Ref: 3,Video: 4,Video: 2,,
Lilov,Vladimir,7/7/2021,Y14MS,Ref: 1,,,,,,,,,,
Lilov,Vladimir,7/8/2021,Y14WS,Ref: 1,,,Ref: 1,,,,Video: 1,,,
Lilov,Vladimir,7/9/2021,Y12MS,Ref: 1,,,,,,,,,,
Lilov,Vladimir,7/10/2021,D1AMS,Ref: 1,,,,Ref: 2,Ref: 1,,Video: 1,,,
Lilov,Vladimir,7/10/2021,D1AWS,Ref: 1,,,,Ref: 1,,,,,,
Lilov,Vladimir,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Lilov,Vladimir,8/27/2021,V50MS,Ref: 1,,,,,,Ref: 2,Ref: 1  Video: 1,Video: 1,,
Lilov,Vladimir,8/27/2021,V60WS,Ref: 1,,,,,Ref: 1,Ref: 4,Ref: 1  Video: 1,Ref: 1,,Video: 1
Lilov,Vladimir,8/27/2021,V70MS,,,,,,,,Video: 2,Ref: 1,,
Lilov,Vladimir,8/28/2021,VETMS,Ref: 1,,,,,Ref: 3,Ref: 1,Video: 2,Video: 1,,
Lilov,Vladimir,8/28/2021,VETWS,Ref: 1,,,,,Ref: 2,Ref: 2,Ref: 1  Video: 1,Video: 1,,
Linaldi Constantino,CONSTANTINO,4/16/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,Assist: 1
Linaldi Constantino,CONSTANTINO,4/16/2021,Y14WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 2,,,,
Linaldi Constantino,CONSTANTINO,4/17/2021,DV1MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Linaldi Constantino,CONSTANTINO,4/17/2021,Y12WF,,,,,Ref: 2,Ref: 1,,,,,
Linaldi Constantino,CONSTANTINO,4/18/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,,,
Linaldi Constantino,CONSTANTINO,4/18/2021,Y12MF,Ref: 1,,,,,,,,,,
Linaldi Constantino,CONSTANTINO,5/6/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Linaldi Constantino,CONSTANTINO,5/6/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Linaldi Constantino,CONSTANTINO,5/7/2021,DV1MF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Linaldi Constantino,CONSTANTINO,5/7/2021,U17WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Video: 1,Ref: 1,,
Linaldi Constantino,CONSTANTINO,5/8/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1 Assist: 1,,,,
Linaldi Constantino,CONSTANTINO,5/9/2021,U20MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1 Assist: 1,,,,
Linaldi Constantino,CONSTANTINO,5/9/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Video: 1,,,Ref: 1
Linaldi Constantino,CONSTANTINO,6/4/2021,U20MF,Ref: 1,,Ref: 1,Ref: 4,Ref: 1,Ref: 1,Ref: 1,,,,
Linaldi Constantino,CONSTANTINO,6/5/2021,DV1MF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 2,,,,,
Linaldi Constantino,CONSTANTINO,6/5/2021,U17WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Video: 1,Assist: 1,,,Video: 1
Linaldi Constantino,CONSTANTINO,6/6/2021,DV1WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Linaldi Constantino,CONSTANTINO,6/6/2021,U17MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,,,,,,
Linaldi Constantino,CONSTANTINO,6/7/2021,U20WF,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1  Assist: 1,Assist: 1,,,
Linaldi Constantino,CONSTANTINO,7/3/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Linaldi Constantino,CONSTANTINO,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 2,,Ref: 1,,,,,
Linaldi Constantino,CONSTANTINO,7/4/2021,DV1MS,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,,
Linaldi Constantino,CONSTANTINO,7/4/2021,U17WS,Ref: 2,,,,,,,,,,
Linaldi Constantino,CONSTANTINO,7/5/2021,STMMS,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Linaldi Constantino,CONSTANTINO,7/5/2021,U20WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,
Linaldi Constantino,CONSTANTINO,7/6/2021,U20MF,Ref: 1,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Linaldi Constantino,CONSTANTINO,7/7/2021,V40WF,,,,,,,,Ref: 1,Ref: 1,,Video: 1
Linaldi Constantino,CONSTANTINO,7/7/2021,Y14MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,Video: 1,,
Linaldi Constantino,CONSTANTINO,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Linaldi Constantino,CONSTANTINO,7/9/2021,Y12MF,Ref: 1,,,,,,,Video: 1,,,
Linaldi Constantino,CONSTANTINO,7/10/2021,D1AMF,Ref: 1,,,,,,,Video: 1,Assist: 1,,Video: 1
Linaldi Constantino,CONSTANTINO,7/10/2021,D1AWF,,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Linaldi Constantino,CONSTANTINO,7/11/2021,DV2MS,,,,,,,,,Video: 1,,
Linaldi Constantino,CONSTANTINO,7/11/2021,DV2WF,Ref: 1,,,Ref: 2,,Ref: 1,,Ref: 1,,,
Linaldi Constantino,CONSTANTINO,7/12/2021,DV3MF,Ref: 1,,,,,,Ref: 1,Assist: 1,Video: 1,,
Linaldi Constantino,CONSTANTINO,7/12/2021,DV3WF,,,,,,,Ref: 1,,Ref: 1,,Video: 1
Linaldi Constantino,CONSTANTINO,7/22/2021,U16WF,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1  Video: 1,Ref: 1,Video: 1,,Assist: 1
Linaldi Constantino,CONSTANTINO,7/23/2021,U16MF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1  Video: 1,Ref: 1,Assist: 1,,Ref: 1
Linaldi Constantino,CONSTANTINO,7/24/2021,U19WF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Video: 1,Assist: 2,,
Linaldi Constantino,CONSTANTINO,7/25/2021,U19MF,Ref: 1,,Ref: 2,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Linetsky,Leonid,7/6/2021,U20MS,Ref: 1,,Ref: 4,,,,,,,,
Linetsky,Leonid,7/6/2021,V70MS,Ref: 1,,,,,,Ref: 1,Ref: 2,,,
Linetsky,Leonid,7/6/2021,V80MS,,,,,,,,,,,Assist: 1
Linetsky,Leonid,7/7/2021,Y14MS,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Linetsky,Leonid,7/8/2021,VTMMS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Linetsky,Leonid,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Linetsky,Leonid,7/9/2021,Y12MS,Ref: 1,,,,,,,,,,
Linetsky,Leonid,7/10/2021,Y10MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,,,
Linetsky,Leonid,7/10/2021,Y10WF,Ref: 1,,,Ref: 1,Ref: 3,Ref: 2,,Ref: 1,,,
Linetsky,Leonid,7/11/2021,DV2MS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Linetsky,Leonid,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Linetsky,Leonid,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,,,
Linetsky,Leonid,7/12/2021,DV3WS,Ref: 1,,,Ref: 1,,,,,,,
Linetsky,Leonid,7/22/2021,U19ME,Ref: 1,,,,,,,,,,
Linetsky,Leonid,7/22/2021,U19WS,Ref: 1,,,,Ref: 3,Ref: 1,Assist: 1,,,,
Linetsky,Leonid,7/23/2021,JTMME,,,,,,Ref: 1,Ref: 1,,,,
Linetsky,Leonid,7/23/2021,U16WE,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Linetsky,Leonid,7/24/2021,JTMMS,,,,,,,Ref: 2,,Ref: 1,Ref: 1,
Linetsky,Leonid,7/25/2021,U19MF,Ref: 1,,Ref: 2,Ref: 4,Ref: 1,,,,,,
Linetsky,Leonid,8/27/2021,V40WS,,,,,,,,Video: 1  Assist: 1,Ref: 1,,
Linetsky,Leonid,8/27/2021,V50WS,,,,,,Ref: 1,Ref: 2,Video: 1  Assist: 1,Assist: 1,,
Linetsky,Leonid,8/27/2021,V60WS,Ref: 1,,,,,Ref: 1,Ref: 4,Ref: 1  Video: 1,Video: 1,,Assist: 1
Linetsky,Leonid,8/27/2021,V70MS,,,,,,,,Ref: 1  Assist: 1,Assist: 1,,
Linetsky,Leonid,8/28/2021,V40WE,Ref: 1,,,,,,Ref: 1,Ref: 2  Assist: 2,Video: 1,,Assist: 1
Linetsky,Leonid,8/28/2021,V60WE,,,,,,,Ref: 1,,,,
Linetsky,Leonid,8/28/2021,V80WE,Ref: 1,,,,,,,,Video: 1,,Ref: 1
Littmann,Jane,7/3/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Littmann,Jane,7/3/2021,U17ME,Ref: 1,,Ref: 2,Ref: 2,,,,Assist: 1,,,
Littmann,Jane,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 1,,,,,,,
Littmann,Jane,7/4/2021,U17WE,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1  Video: 1,,,,Ref: 1
Littmann,Jane,7/5/2021,U20WE,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,,,,
Littmann,Jane,7/6/2021,U20ME,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Littmann,Jane,7/6/2021,V40WE,Ref: 1,,,,,,Ref: 1,Video: 1  Assist: 1,Ref: 1,,
Littmann,Jane,7/7/2021,V60ME,Ref: 1,,,,,,,,,,
Littmann,Jane,7/7/2021,V70ME,,,,,,Ref: 2,Ref: 2,Ref: 1  Video: 1,Assist: 1,,Ref: 1
Liu,Yizhe,7/3/2021,U17ME,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,Assist: 1,,,
Liu,Yizhe,7/4/2021,U17WE,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Liu,Yizhe,7/5/2021,STMME,,,,,,Ref: 1,Ref: 1,,,,
Liu,Yizhe,7/5/2021,U20WE,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,,
Liu,Yizhe,7/6/2021,U20ME,Ref: 1,,Ref: 2,,,,,,,,
Liu,Yizhe,7/6/2021,V60WE,,,,,,,,Assist: 2,Assist: 1,,
Liu,Yizhe,7/6/2021,V70WE,Ref: 1,,,,,,,Ref: 1  Assist: 1,Ref: 1,,Assist: 1
Liu,Yizhe,7/6/2021,V80WE,,,,,,,,,Assist: 1,,Assist: 1
Liu,Yizhe,7/7/2021,V50ME,,,,,Ref: 4,Ref: 2,Ref: 2,,,,Assist: 1
Liu,Yizhe,7/7/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,Ref: 1
Liu,Yizhe,7/8/2021,JTMME,,,,,,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1
Liu,Yizhe,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Liu,Yizhe,7/9/2021,Y12WS,Ref: 1,,,,Ref: 2,,,,,,
Liu,Yizhe,7/10/2021,D1AWE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Video: 1,,Ref: 1
Liu,Yizhe,7/10/2021,Y10WE,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1  Assist: 1,Ref: 1,,
Liu,Yizhe,7/11/2021,DV2ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,
Liu,Yizhe,7/11/2021,DV2WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Liu,Yizhe,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Liu,Yizhe,7/12/2021,DV3WS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,Assist: 1,,,
Lores,Alicia,7/5/2021,U20WE,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Lores,Alicia,7/6/2021,U20ME,Ref: 1,,Ref: 2,,,,,,,,
Lores,Alicia,7/6/2021,V40WE,,,,,,,,,Assist: 1,,
Lores,Alicia,7/6/2021,V60WE,Ref: 1,,,,,Ref: 4,Ref: 1,Ref: 1,,,
Lores,Alicia,7/6/2021,V80WE,,,,,,,,,Ref: 1,,Video: 1
Lores,Alicia,7/7/2021,STMWE,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Lores,Alicia,7/7/2021,Y14ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 3,,,,,,
Lores,Alicia,7/8/2021,JTMME,,,,,,Ref: 1,Ref: 1,,,,
Lores,Alicia,7/8/2021,Y14WE,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Lores,Alicia,7/9/2021,Y12MF,Ref: 1,,,Ref: 2,,,,,,,
Lores,Alicia,7/9/2021,Y12WF,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Lu,Annamaria,4/16/2021,Y14MS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 1,Ref: 1,Ref: 1,,,
Lu,Annamaria,4/16/2021,Y14WS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,Ref: 1
Lu,Annamaria,4/17/2021,DV1MS,Ref: 2,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Lu,Annamaria,4/17/2021,Y12WS,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Lu,Annamaria,4/18/2021,DV1WS,Ref: 2,,,Ref: 1,,Ref: 1,,,,,
Lu,Annamaria,4/18/2021,Y12MS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,
Lu,Annamaria,5/7/2021,U17WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Video: 1,,,
Lu,Annamaria,5/8/2021,DV1WS,Ref: 1,,,Ref: 2,,,,,,,
Lu,Annamaria,5/8/2021,U17ME,,,,,,,,Assist: 1,,,
Lu,Annamaria,5/8/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Video: 1,,,
Lu,Annamaria,5/9/2021,U20MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Video: 1,Assist: 1,,
Lu,Annamaria,6/5/2021,DV1MS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Lu,Annamaria,6/5/2021,U17WS,Ref: 1,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Ref: 1,,
Lu,Annamaria,6/6/2021,DV1WS,Ref: 2,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,,
Lu,Annamaria,6/6/2021,U17MS,Ref: 2,,,Ref: 5,Ref: 1,Ref: 1,,,,,
Lu,Annamaria,6/7/2021,U20WS,Ref: 1,,,Ref: 4,Ref: 3,,,Ref: 1,Assist: 1,,
Mack,Adam,4/16/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,
Mack,Adam,4/16/2021,Y14WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Mack,Adam,4/17/2021,DV1MF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Mack,Adam,4/17/2021,Y12WF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,
Mack,Adam,4/18/2021,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 1  Assist: 1,,,,
Mack,Adam,4/18/2021,Y12MF,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Mack,Adam,4/19/2021,Y10MF,,,,,,,Ref: 1,Assist: 1,,,
Mack,Adam,4/19/2021,Y10WF,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Maguire,Matthew,7/7/2021,STMWS,,,,,,,,Ref: 1,,,
Maguire,Matthew,7/7/2021,Y14ME,Ref: 1,,,Ref: 4,,,,,,,
Maguire,Matthew,7/8/2021,VTMWS,,,,,,,,Ref: 1,,Ref: 1,
Maguire,Matthew,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,,,,,,,
Maguire,Matthew,7/9/2021,Y12MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,,,
Maguire,Matthew,7/9/2021,Y12WS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,
Maguire,Michael,7/7/2021,Y14ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,
Maguire,Michael,7/8/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,Video: 1
Maguire,Michael,7/9/2021,Y12ME,Ref: 1,,,,Ref: 1,Ref: 1,,Assist: 1,Ref: 1,,
Maguire,Michael,7/9/2021,Y12WE,Ref: 1,,,,Ref: 1,,,,,,
Mahmoud,Taysir,8/27/2021,VETME,Ref: 1,,,,,,,Video: 1,Video: 1,,
Mahmoud,Taysir,8/27/2021,VETWE,Ref: 1,,,,,,,Video: 1  Assist: 1,,,Video: 1
Mahmoud,Taysir,8/28/2021,V50ME,Ref: 1,,,,,Ref: 1,,Video: 1,Ref: 1,,Video: 1
Mahmoud,Taysir,8/28/2021,V60WE,,,,,,,,Video: 2,Video: 1,,Video: 1
Mahmoud,Taysir,8/28/2021,V80ME,,,,,,,,,Video: 1,,
Makharadze,Kakha,5/7/2021,DV1ME,,,,,Ref: 1,,,,,,
Makharadze,Kakha,5/7/2021,U17WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1 Assist: 1,Video: 1,Video: 1,,
Makharadze,Kakha,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Makharadze,Kakha,5/8/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1 Assist: 1,Video: 1,,,
Makharadze,Kakha,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Makharadze,Kakha,5/9/2021,U20WE,Ref: 1,,,Ref: 1,,,,,,,
Makharadze,Kakha,6/4/2021,U20MS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Makharadze,Kakha,6/5/2021,DV1MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Makharadze,Kakha,6/5/2021,U17WS,Ref: 2,,,Ref: 3,Ref: 3,Ref: 1,,,,,
Makharadze,Kakha,6/6/2021,DV1WS,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Makharadze,Kakha,6/6/2021,U17MS,Ref: 1,,,Ref: 5,Ref: 3,Ref: 2,Ref: 1  Video: 1,Ref: 1,,,
Makharadze,Kakha,6/7/2021,U20WS,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Makharadze,Kakha,7/3/2021,DV1WS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Makharadze,Kakha,7/3/2021,U17MS,Ref: 2,,Ref: 4,Ref: 1,,,,,,,
Makharadze,Kakha,7/4/2021,DV1MS,Ref: 1,,,,,,,,,,
Makharadze,Kakha,7/4/2021,U17WS,Ref: 1,,,,,,,,,,
Makharadze,Kakha,7/5/2021,STMMS,,,,,,,Ref: 1,Ref: 1,,,
Makharadze,Kakha,7/5/2021,U20WS,Ref: 2,,,Ref: 4,,,,,,,
Makharadze,Kakha,7/6/2021,U20MS,Ref: 2,,Ref: 3,,,,,,,,
Makharadze,Kakha,7/6/2021,V60MS,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Video: 1,,
Makharadze,Kakha,7/7/2021,STMWE,,,,,,,Ref: 1,,,,
Makharadze,Kakha,7/7/2021,Y14MS,Ref: 1,,,Ref: 4,Ref: 1,Ref: 1,,,,,
Makharadze,Kakha,7/8/2021,VTMMS,,,,,,,,Ref: 1,,,
Makharadze,Kakha,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Makharadze,Kakha,7/9/2021,Y12MS,Ref: 1,,,,,,,,,,
Makharadze,Kakha,7/9/2021,Y12WS,Ref: 1,,,,,,,,,,
Makharadze,Kakha,7/10/2021,Y10WS,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Makharadze,Kakha,7/11/2021,DV2MS,Ref: 1,,,Ref: 4,Ref: 1,,,,,,
Makharadze,Kakha,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Makharadze,Kakha,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Makharadze,Kakha,7/12/2021,DV3WS,Ref: 1,,,Ref: 1,,,,,,,
Makharadze,Kakha,7/22/2021,U19WS,Ref: 1,,,,Ref: 2,Ref: 1,Video: 1,,,,
Makharadze,Kakha,7/23/2021,JTMWS,,,,,,,,Ref: 1,,,Ref: 1
Makharadze,Kakha,7/23/2021,U19MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,,,,,
Makharadze,Kakha,7/24/2021,JTMMS,,,,,,,Ref: 2,,,,
Makharadze,Kakha,7/24/2021,U16WS,Ref: 1,,,,Ref: 4,,Video: 1,,,,
Makharadze,Kakha,7/25/2021,U16MS,Ref: 2,,,Ref: 4,Ref: 1,Ref: 2,Video: 2,Video: 1,,,
Mar,Kevin,7/3/2021,DV1WE,Ref: 1,,,,,,,,,,
Mar,Kevin,7/3/2021,U17ME,Ref: 1,,,,,,Video: 1,,Video: 1,,
Mar,Kevin,7/5/2021,STMME,,,,,,Ref: 1,Ref: 1,,,,
Mar,Kevin,7/5/2021,U20WE,Ref: 1,,,,,Ref: 1,Video: 1,Video: 1,,,Video: 1
Mar,Kevin,7/6/2021,JTMWE,,,,,,Ref: 1,Ref: 1,,Ref: 1,,
Mar,Kevin,7/7/2021,Y14ME,Ref: 1,,,,,,,,,,
Mar,Kevin,7/8/2021,JTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,Ref: 1
Mar,Kevin,7/9/2021,Y12WE,Ref: 1,,,,,,,Video: 1,,,
Mar,Kevin,7/11/2021,DV2ME,Ref: 1,,Ref: 1,,,,,,,,
Mar,Kevin,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,,Ref: 1,,,,,
Marcotte,Anna,5/6/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Marcotte,Anna,5/6/2021,Y14WE,Ref: 1,,,,Ref: 1,Ref: 1,,Assist: 1,Video: 1,,
Marcotte,Anna,5/7/2021,DV1ME,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,,
Marcotte,Anna,5/7/2021,U17WE,Ref: 1,,,Ref: 1,Ref: 1,,Video: 1 Assist: 1,Ref: 1,,,
Marcotte,Anna,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,,,,Ref: 1
Marcotte,Anna,5/8/2021,U17ME,,,,Ref: 1,Ref: 1,,,,,,
Marcotte,Anna,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1 Video: 1,Assist: 1,,,
Matt,Ryan,5/6/2021,Y14MS,Ref: 2,,,Ref: 1,Ref: 2,Ref: 1,,Video: 1,,,
Matt,Ryan,5/6/2021,Y14WS,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Matt,Ryan,5/7/2021,DV1MS,Ref: 2,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1 Video: 1,Video: 1,,,
Matt,Ryan,5/7/2021,U17WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Matt,Ryan,5/8/2021,DV1WS,Ref: 2,,,Ref: 1,Ref: 4,Ref: 2,Ref: 1 Video: 1,Video: 1,,,
Matt,Ryan,5/8/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Matt,Ryan,5/9/2021,U20MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Matt,Ryan,5/9/2021,U20WS,Ref: 2,,,Ref: 4,Ref: 2,Ref: 2,Ref: 1 Video: 1,Video: 1,Ref: 1,,Video: 1
Matt,Ryan,6/4/2021,U20MS,Ref: 2,,Ref: 1,Ref: 4,,,Video: 1,Assist: 1,,,Ref: 1
Matt,Ryan,6/5/2021,DV1MS,Ref: 2,,,Ref: 3,Ref: 3,Ref: 1,,Ref: 1,,,
Matt,Ryan,6/5/2021,U17WS,Ref: 2,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Matt,Ryan,6/6/2021,U17MS,Ref: 2,,,,,,,,,,
