Last Name,First Name,Event,Date,Member #,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Linaldi,Andres,Y14WF,11/11/2023,100135826, , ,,Ref: 2, , , ,Ref: 1,Ref: 1,Video: 1,Ref: 1, ,Video: 1
Linaldi,Andres,U20WF,11/12/2023,100135826,Ref: 1, ,,Ref: 1,Ref: 2, ,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1, , 
Linaldi,Andres,Y14MF,11/12/2023,100135826, , ,, ,Ref: 1, ,Ref: 2, , , , , , 
Linaldi,Andres,U20WE,11/13/2023,100135826, , ,, , , , , ,Ref: 1, , , , 
Linaldi,Andres,U20WS,11/13/2023,100135826,Ref: 2, ,,Ref: 1,Ref: 4, ,Ref: 3,Ref: 2,Ref: 1, ,Ref: 1, , 
Linaldi,Andres,DV1MF,12/1/2023,100135826,Ref: 1,Ref: 1,,,Ref: 3,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Linaldi,Andres,DV1MS,12/2/2023,100135826,Ref: 1,,,Ref: 1,Ref: 5,,Ref: 3,Ref: 2,Video: 1,Ref: 1,,,
Linaldi,Andres,DV1WF,12/2/2023,100135826,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Linaldi,Andres,U20MF,12/3/2023,100135826,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 2,,Ref: 1,Video: 1,Ref: 1,,
Linaldi,Andres,U20WF,12/3/2023,100135826,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Linaldi,Andres,DV1ME,12/4/2023,100135826,,Ref: 1,,,,,Ref: 3,Ref: 1,Video: 1,,Ref: 1,,
Linaldi,Andres,U17WF,12/4/2023,100135826,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Linaldi,Andres,U20WE,12/4/2023,100135826,Ref: 1,,,,,,,,,,,,
Linaldi,Andres,DV1WF,1/5/2024,100135826,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,
Linaldi,Andres,U20MF,1/5/2024,100135826,,,,Ref: 3,Ref: 2,,,Ref: 1,,Video: 1,,,
Linaldi,Andres,DV1MF,1/6/2024,100135826,Ref: 1,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,Ref: 1,,
Linaldi,Andres,U20WF,1/7/2024,100135826,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,,,,
Linaldi,Andres,V50MF,1/7/2024,100135826,Ref: 1,,,,,,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,
Linaldi,Andres,U20WS,1/8/2024,100135826,Ref: 2,,,,Ref: 4,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,
