Last Name,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128 ,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Lendes-Panegue,Juan,7/4/2025,DV2MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Lendes-Panegue,Juan,7/4/2025,DV2WF,Ref: 1,,,,Ref: 3,,Ref: 1,,,,,,
Lendes-Panegue,Juan,7/5/2025,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Lendes-Panegue,Juan,7/5/2025,Y14WF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,Video: 1,,Video: 1
Lendes-Panegue,Juan,7/6/2025,Y12MF,Ref: 1,,,,,,,,,Ref: 1,,,
Lendes-Panegue,Juan,7/7/2025,Y10MF,Ref: 2,,,,Ref: 4,,Ref: 2,Ref: 1,,,,,
Lerouge,Frédéric,4/11/2025,DV1WF,Ref: 1,,,,,,,,Video: 1,Ref: 1,,,
Lerouge,Frédéric,4/11/2025,U19MF,,,,,,,,,Video: 1,,Video: 1,,
Lerouge,Frédéric,4/12/2025,JTMMF,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Lerouge,Frédéric,4/13/2025,VETMF,Ref: 1,,,,,,,,,,Video: 1,,
Lerouge,Frédéric,4/14/2025,DV1MF,Ref: 1,,,,,,,,Ref: 1,,,,
Lerouge,Frédéric,6/30/2025,U19WF,Ref: 1,,,,,,,,Video: 1,,,,
Lerouge,Frédéric,7/1/2025,DV1MF,Ref: 1,,,,,,,Ref: 1,Video: 1,Ref: 1,Video: 1,,
